algorithm_id,algorithm_name,public_context_path,metadata_context_path,evidence_path,domain,input_model,access_model,output_contract,time_complexity,space_complexity,confidence_score,source_count,source_quality,card_digest
AW-001218,"Load Balanced Parallel Radix Sort - Sohn, Kodama",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001218.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001218.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001218.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,unknown,unknown,90,2,HIGH,637f761a43611b16
AW-001219,"ZZ-sort - Zheng, Calidas, Zhang",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001219.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001219.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001219.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(n/p log p (f(p)+log(n/p)),unknown,100,4,HIGH,0d49bc700708aa93
AW-001220,"Zhang, Zheng",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001220.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001220.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001220.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(n/p \log p),unknown,100,1,HIGH,254df0684442976b
AW-001221,"partitioned parallel radix (PPR) sort - Lee, Jeon, Sohn, Kim",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001221.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001221.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001221.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,ceilling(b/g) rounds,unknown,100,3,HIGH,2b76ac87916c670d
AW-001222,"Sinkha, Mukherjee",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001222.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001222.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001222.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O((t^2-3t+2)n),unknown,100,2,HIGH,6e937b604f87a54c
AW-001223,Han,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001223.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001223.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001223.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log^2(n)),O(n),100,2,HIGH,63b24a6ae44cc10e
AW-001224,Han,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001224.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001224.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001224.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log^2(n)),O(n),100,2,HIGH,63b24a6ae44cc10e
AW-001225,"Gerbessiotis, Siniolakis",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001225.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001225.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001225.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,"(1+2/\omeg_n) n \log{n}/p + O(n/p(\delta \log{\log{n}} +m^2 +\log{n}/ \log{n/p} + \log{n/p}/ \log^0.5{n}) + \log{n}\log{p}/ \log{n/p} + L\log{n} + L\log{n}\log{p}/ \log{n/p}) computation, O(L\log{n}\log{p}/\log{n/p} + L\log{n} + g n/p \log{n}/ \log{n/p} + g\log{n}\log{p}/ \log{n/p} + g\log{n} + n/p mg) communication if l=r, , (1-1/2^m)(1+2/\omega_n)n\log{n}/p + O(n/p \log^4{\log{n}} + n/p \log{n}/\log{n/p} + \log{n}\log{p}/\log{n/p} + L\log{n} + L\log{n}\log{p}/\log{n/p}) computation, O(gn/p \log^4{\log{n}} + L\log{n}\log{p}/\log{n/p} +L\log{n} + gn/p \log{n}/\log{n/p} + g\log{n}\log{p}/\log{n/p} + g\log{n}) communication if l=/r and N<=\log^{\log{\log{n}}}{n}",unknown,100,1,HIGH,3b51bdd3586a6376
AW-001227,"Han, Shen",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001227.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001227.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001227.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log n),unknown,100,3,HIGH,c954c499d32e056f
AW-001228,"Han, Shen",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001228.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001228.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001228.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log n),unknown,100,3,HIGH,c954c499d32e056f
AW-001229,Canturk,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001229.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001229.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001229.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(n/p \log(np)+tau+sigma n/p),unknown,100,2,HIGH,c6e209f76d8b3650
AW-001230,"load balanced parallel merge sort - Jeon, Kim",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001230.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001230.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001230.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,k_1 n/p log p + k_2 (n/p + delta) log p,unknown,100,3,HIGH,7e3aca75aec6a07b
AW-001231,"Parallel Sorting by Exact Splitting (PSES) - Dian, Zhizhong",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001231.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001231.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001231.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(n/p \log{n/p} + p^2 \log{p}\log{n/2p} + n/p \log{p}),unknown,100,2,HIGH,0c71f99a2f3ce3af
AW-001232,"Chen, Levcopoulos",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001232.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001232.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001232.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log n),unknown,100,3,HIGH,a055e2ec3968bef7
AW-001233,"Arefin, Hasan",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001233.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001233.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001233.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(n/p \log^2{n}),unknown,100,1,HIGH,bb6767c7dbdf8e8a
AW-001234,"Cheng, Shah, Gilbert, Edelman",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001234.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001234.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001234.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,"O(n log n /p + gn/p +log n max(L,gp^2 log(n))",unknown,100,1,HIGH,7bba745c0ded2d24
AW-001235,"partition and concurrent merging (PCM) - Herruzo, Ruiz, Benavides, Plata",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001235.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001235.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001235.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(n/p \log (n/p)) + O(n),unknown,100,2,HIGH,02ca0f5b7ecb69a1
AW-001236,"Damrudi, Aval",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001236.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001236.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001236.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(sqrt(n/4)),unknown,100,1,HIGH,0c6ed2de2634f6b5
AW-001237,"partition and concurrent merging (PCM) - Herruzo, Ruiz, Benavides, Plata",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001237.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001237.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001237.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O((n/p)\log{n/p})+O(n),unknown,100,2,HIGH,5e61dadcda970b38
AW-001238,"Wei, Xiao, Zhang",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001238.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001238.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001238.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,sqrt(2n) + O(n^(3/4)),unknown,100,2,HIGH,bfcf4217d5559234
AW-001239,"Hongwei, Yafeng",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001239.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001239.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001239.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,log^2(n) + log n,unknown,100,2,HIGH,9bf3df1d7fcf0d56
AW-001240,"Li, Peng, Chu",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001240.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001240.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001240.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(2^k + m)^2 computational + O(2^k m(2k+1) +k)^2 communication,unknown,100,3,HIGH,5f08039646d051ae
AW-001241,"Dynamic Communication-Efficient parallel Sorting (DCES) - Thanakulwarapas, Werapun",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001241.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001241.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001241.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(n/p \log (n/p) + n/p \log p),unknown,100,2,HIGH,e167cb4509c010cd
AW-001242,Multi-sort - Rakesh,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001242.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001242.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001242.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(n^(1/4)),unknown,100,4,HIGH,4810fba2f96c974c
AW-001243,"Parallel Sorting by Approximate Selection (PSAS) - Wu, Wu, Shang, Fang",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001243.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001243.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001243.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(n + n/p \log(n/p)),unknown,100,2,HIGH,897b41fb6087c0fa
AW-001244,"Li, Peng, Chu",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001244.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001244.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001244.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O((m2^k)^2) computation + O((km2^k)^2) communication,unknown,100,2,HIGH,e601ad6978e65ffe
AW-001245,"Man, Ito, Nakano",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001245.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001245.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001245.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(n/p(\log{n/p} +\log{p}) + p^2k\log{p} + p\log{n/p}),unknown,100,3,HIGH,ec3d7f51981611da
AW-001247,adaptive bitonic sorting - Zachmann,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001247.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001247.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001247.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(n \log{n}/p),unknown,100,3,HIGH,5ee95b74f5895b33
AW-001248,Bansal,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001248.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001248.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001248.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(\log^2{n}),unknown,100,2,HIGH,8d452e892a3795e1
AW-001249,"Interval Based Rearrangement (IBR) bitonic sort - Peters, Schulz-Hildebrandt, Luttenberger",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001249.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001249.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001249.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(\log{n}),unknown,100,2,HIGH,a96c5c187c2fdf3c
AW-001250,"Cache-efficient Parallel Sort - Odeh, Green, Mwassi, Shmueli, Birk",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001250.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001250.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001250.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(n/p \log n + n/c \log p \log c),unknown,100,2,HIGH,7ece3b4ee6f1a4cf
AW-001251,Gerbessiotis,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001251.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001251.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001251.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log{n}) expected,unknown,100,2,HIGH,c69465c7be44b01c
AW-001252,Gerbessiotis,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001252.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001252.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001252.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log{n}) expected,unknown,100,2,HIGH,c69465c7be44b01c
AW-001253,"Han, He (1)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001253.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001253.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001253.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log^1.5{n}/ \log{\log{n}}),unknown,100,3,HIGH,fe799208d5b50d84
AW-001254,"Han, He (1)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001254.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001254.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001254.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log^1.5{n}/ \log{\log{n}}),unknown,100,3,HIGH,fe799208d5b50d84
AW-001255,"Han, He (2)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001255.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001255.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001255.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log^1.5{n}/ \log{\log{n}}),unknown,100,3,HIGH,d84a66a4757d05f0
AW-001256,"Han, He (2)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001256.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001256.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001256.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log^1.5{n}/ \log{\log{n}}),unknown,100,3,HIGH,d84a66a4757d05f0
AW-001258,"Axtmann, Bingmann, Sanders, Schulz",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001258.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001258.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001258.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(alpha \log p + beta n/sqrt(p) + n/p \log (n/p)),unknown,100,3,HIGH,4885f3ee6da53946
AW-001259,"Blelloch, Fineman, Gibbons, Gu, Shun (1 - PRAM))",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001259.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001259.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001259.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O((n \log n+ kn)/p +k \log n),unknown,100,3,HIGH,6e464cd5df919845
AW-001261,"Siebert, Wolf",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001261.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001261.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001261.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(n/p \log n + p \log^2(n)),unknown,100,1,HIGH,40d821a3cd8c28d2
AW-001262,Parallel modified merge sort - Marszalek,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001262.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001262.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001262.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,2n - log n -2,unknown,100,3,HIGH,6778e1a0802df0fc
AW-001263,Saukas-Song Selection Algorithm - Boxer,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001263.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001263.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001263.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(n/p^(1/2) \log p + n/p \log n),unknown,100,2,HIGH,fcd63e5783146ac6
AW-001264,"Fully Flexible Parallel Merge Sort - Marszalek, Wozniak, Polap",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001264.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001264.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001264.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,unknown,unknown,100,1,HIGH,fe464aba82059bea
AW-001266,"Maurya, Singh",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001266.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001266.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001266.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(n/p) + O(p log_3(n/p)),unknown,100,1,HIGH,ef4ea0fa660abbf2
AW-001267,"Regions sort - Obeya, Kahssay, Fan, Shun",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001267.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001267.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001267.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O((n/K+\log K)\log r),unknown,100,3,HIGH,fbeeae0884f10e5d
AW-001268,"Histogram Sort with Sampling (HSS) - Harsh, Kale, Solomonik",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001268.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001268.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001268.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(k) supersteps,unknown,100,3,HIGH,cf9a192fa1df6bb5
AW-001269,"Han, Mishra, Sayed",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001269.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001269.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001269.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(\log^(1+epsilon) n),unknown,100,2,HIGH,e0cfdf6f64f86fdd
AW-001270,"modified parallel merge sort - Marszalek, Capizzi",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001270.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001270.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001270.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,n -1/3,unknown,100,3,HIGH,adfe3386b67781de
AW-001271,Goyal (1),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001271.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001271.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001271.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(1),unknown,100,2,HIGH,ddb2872235f57384
AW-001272,Goyal (1),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001272.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001272.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001272.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(1),unknown,100,2,HIGH,ddb2872235f57384
AW-001273,Goyal (2),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001273.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001273.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001273.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(loglog m/ \log(p/n)),unknown,100,2,HIGH,ebd8bce2934bede2
AW-001274,Goyal (2),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001274.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001274.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001274.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(loglog m/ \log(p/n)),unknown,100,2,HIGH,ebd8bce2934bede2
AW-001275,"An, Oruc",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001275.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001275.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001275.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(1),unknown,100,3,HIGH,60354ad4c43809b9
AW-001276,"Parallel Quick Sort Algorithm, (PQSA) and Merging Subarrays from Quick Sort Algorithm, (MSQSA) - Zeng",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001276.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001276.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001276.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(n/p \log(n/p)),unknown,100,2,HIGH,05225174d615f83f
AW-001277,"Parallel Quick Sort Algorithm, (PQSA) and Merging Subarrays from Quick Sort Algorithm, (MSQSA) - Zeng",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001277.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001277.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001277.context.evidence.yaml,sorting,explicit_sequence_problem,random_access_array,full_sequence_output,O(n/p \log(n/p)),unknown,100,2,HIGH,05225174d615f83f
AW-001278,"Moghaddam, Moghaddam",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001278.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001278.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001278.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O(n \log p) + O(n \log(\log p /p)),unknown,100,2,HIGH,ed33526fe290d37d
AW-001279,"Han, He",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001279.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001279.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001279.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O((\log n)^(3/2)/ loglog n),unknown,100,3,HIGH,d23d722be2f8d649
AW-001280,"Han, He",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001280.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001280.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001280.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,O((\log n)^(3/2)/ loglog n),unknown,100,3,HIGH,d23d722be2f8d649
