algorithm_id,algorithm_name,enrichment_status,review_reasons
AW-000885,Shortest remaining time first,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000886,"First come, first served",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000889,Banker's Algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000890,The theoretically optimal page replacement algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000891,Not recently used,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000892,"First-in, first-out",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000893,Second-chance,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000894,Clock,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000895,Least recently used,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000896,Random,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000897,Not frequently used (NFU),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000898,Aging,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000899,Longest distance first (LDF) page replacement algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000900,ARIES,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000901,Output-Sensitive Quantum BMM,READY_WEB_ENRICHED,public_leakage_term_in_name_or_statement
AW-000902,,READY_WEB_ENRICHED,missing_algorithm_name
AW-000903,O'Neil 1973,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000907,Chan,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000908,Chan,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000909,Yu,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000939,Davis-Putnam-Logemann-Loveland Algorithm (DPLL),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000940,Conflict-Driven Clause Learning (CDCL),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000943,Quantum Adiabatic Algorithm (QAA),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model; public_leakage_term_in_name_or_statement
AW-000944,Lewis 1978,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000945,"Paturi, Pudlák, Saks, Zane (PPSZ) 2005",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000946,Hertli (Modified PPSZ),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000947,Hertli (Modified PPSZ),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000952,Wells,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000953,Langdon,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000954,Ord-Smith,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000955,Ives' algorithm c,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000957,Illinois Algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000958,Anderson–Björck algorithm,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000959,ITP Method,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000960,Steffensen's method,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000961,Inverse quadratic interpolation,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000962,Brent-Dekker Method,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000975,"Gronlund, Pettie",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000976,"Gronlund, Pettie",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000977,Freund,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000978,Chan,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000985,Exhaustive search,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000986,"Abboud, Williams, Yu",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000987,"Reduction to Abboud, Williams, Yu",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000988,"Chan, Williams",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-000989,"Reduction to Chan, Williams",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001010,Grahne and Räihä,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001011,Lien,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001012,Sciore,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001013,Fagin,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001014,Takaoka,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model; missing_size_parameters
AW-001015,Chan,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model; missing_size_parameters
AW-001016,"Fischer, Heun",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001017,"Nuutila, Soisalon-Soininen",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model; missing_size_parameters
AW-001018,"Buhler, Lenstra, Pomerance",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model; missing_size_parameters
AW-001019,"Pomerance, Wagstaff",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model; missing_size_parameters
AW-001020,Fredman,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001021,Takaoka,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001023,Chan,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model; missing_size_parameters
AW-001024,"Galil, Margalit",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model; missing_size_parameters
AW-001025,"Kose, Weckwerth, Linke, Fiehn",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model; missing_size_parameters
AW-001026,Mongelli et. al.,READY_METADATA_WITH_SOURCE,missing_size_parameters
AW-001027,Eppstein,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_access_model
AW-001040,Preperata (1),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001041,Preperata (2),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001047,Nassimi and Sahni,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001064,Akl,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001093,Kunde,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001099,"Saxena, Bhatt, Prasad",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001130,"Wang, Chen, Lin",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001131,"Dey, Srimani",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001136,Tang,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model; missing_size_parameters
AW-001174,"Tianzhen, Zhou, Xiozhen",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001201,"Olariu, Schwing",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001207,"Folwell, Guha, Suzuki",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001208,"Folwell, Guha, Suzuki",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001226,Cerin,READY_METADATA_WITH_SOURCE,missing_size_parameters
AW-001246,"Siebert, Wolf",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001257,"Bosakova-Ardenska, Vasilev, Kostadinova-Georgieva",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model; missing_size_parameters
AW-001260,"SPMS - Cole, Ramachandran",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001265,"Kim, Choi, Bae",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001282,"2mm - Mubarak, Iqbal, Naeem, Hussain",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model; missing_size_parameters
AW-001290,Akl,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001312,"Galper, Brutlag (synchronous Row Wavefront approach) (1)",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001313,"Galper, Brutlag (asynchronous Row Wavefront approach) (also asynch DWF) (2)",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001314,"Galper, Brutlag (synchronous Diagonal Wavefront approach) (3)",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001316,Tiskin,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001340,Dekel Nassimi & Sahni (1),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001341,Dekel Nassimi & Sahni (2),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001343,Dekel Nassimi & Sahni (4),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001344,Dekel Nassimi & Sahni (5),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001345,Dekel Nassimi & Sahni (6),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001346,Dekel Nassimi & Sahni (7),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001349,"Agarwal, Gustavson, Zubair",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001350,"Agarwal, Bale, Gustavson, Joshi, Palkar (P_GEMM, Classical 3D)",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001351,"Solomonik, Demmel (Classical 2.5D)",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001355,"Hunold, Rauber, Rünger",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001356,Ballard (CAPS) (same as 2012 paper),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001359,"Bae, Shinn, Takaoka",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001361,"Gupta, Kumar (variant of DNS81)",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001364,Berntsen (Classical 3D),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001368,"Choi, Walker, Dongarra (PUMMA)",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001370,"Lin, Snyder",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001371,"Lee, Robertson, Fortes (Cannon generalized for block-cyclic distributed matrices)",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001372,Choi (DIMMA),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001373,"Demmel, Eliahu, Fox, Kamil, Lipshitz, Schwartz, Spillinger (CARMA)",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001375,"Krishnan, Nieplocha (SRUMMA)",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001380,"Bjørstad, Manne, Sørevik, Vajteršic (Winograd's algorithm)",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001381,"Lee, Aboelaze (Winograd's algorithm)",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001382,Csanky,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001383,"Bader, Gehrke",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001502,Akl,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001503,Akl,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001557,"AHRABIAN, NOWZARI-DALINI (1)",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001558,"AHRABIAN, NOWZARI-DALINI (1)",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001605,"Bahig, Hazber, Al-Utaibi, Nassr",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001610,Silverman (multiple polynomial quadratic sieve),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001615,van de Vorst (grids) (1),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001616,van de Vorst (blocks) (2),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001617,"Lee, Lee",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001624,"Lee, Erçal",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_access_model
AW-001626,"Czumaj, Galil, Gąsieniec, Park, Plandowski (2)",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_access_model
AW-001631,Chmielowiec (existing FFT-based algorithm),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001636,"Tembhurne, Sathe (1)",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001637,"Tembhurne, Sathe (2)",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001638,De Stefani (COPSIM),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001639,De Stefani (COPK - Karatsuba),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001668,"Cevher, Becker, Schmidt (Consensus ADMM - first order mehtod)",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001669,"Bubeck, Jiang, Lee, Li, Sidford",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001691,Swarztrauber,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001707,"Dongarra, Sorensen",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001708,Sameh (Jacobi),WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001709,Paardekooper,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001727,"Connor, Kumar",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001728,"Connor, Kumar",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001775,"Sameh, Chen, Kuck",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001776,Multigrid,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001777,Vatjersic,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001778,"Xu, Wang [FDPI]",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001782,"Zhao Ning, Wang XuBen",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001794,"Teng, Sullivan, Beichl, Puppo",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001795,"Kohout, Kolingerova",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001800,"Guidi, Selvitopi, Ellis, Oliker, Yelick, Buluc (ELBA)",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001819,"Ye, Chiang",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001822,"Agrawal, Shafer",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001824,"Ozkural, Uçar, Aykanat",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001826,"Zhang, Zhang, Liao, Jin",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001827,"Cheung, Hu, Xia",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001828,"CZ algorithm - Jiancheng, Yiqin, Yu",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001844,Penzhorn,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001860,Bae,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001874,"Nachaoui, Chafik, Daoui",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001877,"Chafik, Daoui",WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001892,Reif,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
AW-001893,Eberly,WEB_INSUFFICIENT,missing_concrete_problem_statement; unknown_input_model; unknown_output_contract; unknown_access_model
