algorithm_id,algorithm_name,public_context_path,metadata_context_path,evidence_path,source_pass,merge_action,card_digest,access_model,confidence_score,domain,input_model,output_contract,saturation_status,second_pass_rule,source_count,source_quality,space_complexity,third_pass_rule,time_complexity
AW-000727,Adaptive Duplicate Detection Algorithm (ADD),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000727.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000727.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000727.context.evidence.yaml,v1,include,88051dc356c3fc84,adjacency_list_query,70,graph,explicit_graph_problem,path_or_tree,,,3,HIGH,O(1),,O(n^3)
AW-000728,B.I. Kvasov,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_context_recovered\AW-000728.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_context_recovered\AW-000728.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\evidence_recovered\AW-000728.context.evidence.yaml,second_pass,include,998b3adb16119bfd,explicit_geometric_objects,90,computational_geometry,explicit_geometry_problem,one_witness,,point_set_geometry,4,HIGH,O(n),,O(n^3 \log^2 K)
AW-000729,V. A. Lyul’ka and A. V. Romanenko,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_context_recovered\AW-000729.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_context_recovered\AW-000729.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\evidence_recovered\AW-000729.context.evidence.yaml,second_pass,include,6f77894dbfd57e49,explicit_geometric_objects,80,computational_geometry,explicit_geometry_problem,one_witness,,point_set_geometry,3,HIGH,unknown,,O(n^5)
AW-000730,V. A. Lyul’ka and I. E. Mikhailov,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_context_recovered\AW-000730.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_context_recovered\AW-000730.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\evidence_recovered\AW-000730.context.evidence.yaml,second_pass,include,3a76e37196cd9a19,explicit_geometric_objects,75,computational_geometry,explicit_geometry_problem,one_witness,,point_set_geometry,3,HIGH,unknown,,O(n^4)
AW-000731,V. I. Paasonen,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_context_recovered\AW-000731.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_context_recovered\AW-000731.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\evidence_recovered\AW-000731.context.evidence.yaml,second_pass,include,8aa240cdc91d0f7a,explicit_geometric_objects,80,computational_geometry,explicit_geometry_problem,one_witness,,point_set_geometry,3,HIGH,unknown,,O(n^5 \log K)
AW-000732,"P. Costantini, B. I. Kvasov, and C. Manni",corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_context_recovered\AW-000732.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_context_recovered\AW-000732.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\evidence_recovered\AW-000732.context.evidence.yaml,second_pass,include,c49b8b653d5ba2ac,explicit_geometric_objects,90,computational_geometry,explicit_geometry_problem,one_witness,,point_set_geometry,4,HIGH,O(n),,O(n^5 \log K)
AW-000733,B. I. Kvasov,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_context_recovered\AW-000733.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_context_recovered\AW-000733.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\evidence_recovered\AW-000733.context.evidence.yaml,second_pass,include,cf28bb65a1a4a4ec,explicit_geometric_objects,80,computational_geometry,explicit_geometry_problem,one_witness,,point_set_geometry,2,HIGH,O(n),,O(n^4)
AW-000734,ECK M. DEROSE T. DUCHAMP T. 1995,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000734.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000734.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000734.context.evidence.yaml,v1,include,822291bfb5dc7746,adjacency_list_query,55,graph,explicit_graph_problem,path_or_tree,,,3,HIGH,unknown,,O(n^2)
AW-000736,PINKALL U. POLTHIER K 1993,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000736.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000736.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000736.context.evidence.yaml,third_pass,include,3cb6ddb64044d2c9,explicit_input_instance,100,image_processing,explicit_image_processing_problem,full_solution,RECOVERED_CONTEXT,,5,HIGH,not stated,third_pass_reuse_image_feature_detection,O(n^2)
AW-000737,FLOATER 2003,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000737.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000737.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000737.context.evidence.yaml,third_pass,include,1839b546801da4b6,explicit_input_instance,100,image_processing,explicit_image_processing_problem,full_solution,RECOVERED_CONTEXT,,5,HIGH,not stated,third_pass_reuse_image_feature_detection,O(n^2)
AW-000738,LEE Y. KIM H. S. LEE S 2002,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000738.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000738.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000738.context.evidence.yaml,third_pass,include,65b29efe30b2b5dd,random_access_string,100,data_structures,explicit_data_structure_problem,data_structure_output,RECOVERED_CONTEXT,,4,HIGH,not stated,third_pass_reuse_data_structure,O(n \log^3 n)
AW-000739,DESBRUN M. MEYER M. ALLIEZ P. 2002,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000739.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000739.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000739.context.evidence.yaml,v1,include,031d0dee11beebe4,adjacency_list_query,55,graph,explicit_graph_problem,path_or_tree,,,3,HIGH,unknown,,O(n^2)
AW-000740,LÉVY B. PETITJEAN S. RAY N. MAILLOT J 2002,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000740.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000740.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000740.context.evidence.yaml,v1,include,87cb2ed303c4f942,adjacency_list_query,55,graph,explicit_graph_problem,path_or_tree,,,3,HIGH,unknown,,O(n \log^{2.5} n)
AW-000741,KARNI Z. GOTSMAN C. GORTLER S. J. 2005,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_context_recovered\AW-000741.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_context_recovered\AW-000741.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\evidence_recovered\AW-000741.context.evidence.yaml,second_pass,include,7851feaf2e132456,adjacency_list_query,65,graph,explicit_graph_problem,path_or_tree,,named_graph_problem,2,HIGH,unknown,,O(n^2)
AW-000743,SHEFFER A. DE STURLER E. 2000,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_context_recovered\AW-000743.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_context_recovered\AW-000743.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\evidence_recovered\AW-000743.context.evidence.yaml,second_pass,include,3eecdcca3d2e257e,explicit_input_instance,75,image_processing,explicit_image_processing_problem,full_solution,,image_feature_detection,4,HIGH,unknown,,O(n^2)
AW-000744,SHEFFER A. LÉVY B. MOGILNITSKY M. BOGOMYAKOV A. 2005,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000744.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000744.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000744.context.evidence.yaml,v1,include,b118943d8a1e5eed,adjacency_list_query,55,graph,explicit_graph_problem,path_or_tree,,,3,HIGH,unknown,,O(n^2)
AW-000746,SANDER P. V. SNYDER J. GORTER S. J. HOPPE 2001,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000746.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000746.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000746.context.evidence.yaml,v1,include,1f25517995137237,adjacency_list_query,55,graph,explicit_graph_problem,path_or_tree,,,2,HIGH,unknown,,O(n^2)
AW-000748,ZAYER R. ROESSL C. SEIDEL H.-P 2005,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000748.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000748.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000748.context.evidence.yaml,third_pass,include,83024e6625a63c6f,explicit_input_instance,100,image_processing,explicit_image_processing_problem,full_solution,RECOVERED_CONTEXT,,5,HIGH,not stated,third_pass_reuse_rendering_shading,O(n \log n)
AW-000750,CHEN Z. G. LIU L. G. ZHANG Z. Y. WANG G. J. 2007,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_context_recovered\AW-000750.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_context_recovered\AW-000750.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\evidence_recovered\AW-000750.context.evidence.yaml,second_pass,include,35ce0cdad2ffc622,explicit_input_instance,75,image_processing,explicit_image_processing_problem,full_solution,,image_feature_detection,4,HIGH,unknown,,O(n^2)
AW-000751,YANG Y. KIM J. LUO F. HU S. GU X. 2008,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000751.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000751.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000751.context.evidence.yaml,third_pass,include,d0481dcf29623f78,random_access_string,100,data_structures,explicit_data_structure_problem,data_structure_output,RECOVERED_CONTEXT,,3,HIGH,not stated,third_pass_reuse_data_structure,O(n \log \log n)
AW-000753,SPRINGBORN B. SCHROEDER P. PINKALL U. 2008,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000753.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000753.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000753.context.evidence.yaml,v1,include,96d9c160cdad8135,adjacency_list_query,55,graph,explicit_graph_problem,path_or_tree,,,3,HIGH,unknown,,O(n \log^2 n)
AW-000755,EM with Quasi-Newton Methods (Jamshidian Mortaza Jennrich Robert I.),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000755.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000755.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000755.context.evidence.yaml,v1,include,6df5fa0b68df87f1,function_evaluation_oracle_classical,100,numerical_analysis,explicit_numerical_problem,estimate,,,3,HIGH,O(n+r^2),,O(n^2 \log^3 n)
AW-000761,LU Matrix Decomposition,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000761.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000761.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000761.context.evidence.yaml,v1,include,2de9ec5f80b5045c,dense_matrix_access,100,matrix_linear_algebra,explicit_matrix_problem,full_classical_output,,,1,HIGH,O(n^2),,O(n^3)
AW-000762,QR Matrix Decomposition,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000762.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000762.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000762.context.evidence.yaml,v1,include,b764f5bbdeb65772,dense_matrix_access,100,matrix_linear_algebra,explicit_matrix_problem,full_classical_output,,,1,HIGH,O(n^2),,O(n^2)
AW-000763,Cholesky Decomposition,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000763.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000763.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000763.context.evidence.yaml,v1,include,e7c90eb3affd3f49,dense_matrix_access,100,matrix_linear_algebra,explicit_matrix_problem,full_classical_output,,,1,HIGH,O(n^2),,O(n^2)
AW-000764,Kalman Filter,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000764.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000764.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000764.context.evidence.yaml,v1,include,c3a07d39ef17743c,explicit_input_instance,100,image_processing,explicit_image_processing_problem,full_solution,,,1,HIGH,O(n^2),,O(n^3)
AW-000765,Particle filter Del Moral,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000765.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000765.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000765.context.evidence.yaml,v1,include,9b3d094502aac23f,explicit_input_instance,100,image_processing,explicit_image_processing_problem,full_solution,,,1,HIGH,O(nN),,O(n^3)
AW-000766,Stratonovich,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000766.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000766.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000766.context.evidence.yaml,third_pass,include,a9fd89c7c61293f2,random_access_string,100,numerical_analysis,explicit_numerical_problem,estimate,RECOVERED_CONTEXT,,4,HIGH,not stated,kalman_state_estimation,O(n^3)
AW-000768,Kushner non-linear filter,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000768.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000768.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000768.context.evidence.yaml,v1,include,49a1a2a6e5e662fc,explicit_input_instance,100,image_processing,explicit_image_processing_problem,full_solution,,,2,HIGH,O(n^2),,O(n^3)
AW-000769,Zakai,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_context_recovered\AW-000769.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_context_recovered\AW-000769.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\evidence_recovered\AW-000769.context.evidence.yaml,second_pass,include,7295521478cf05ee,explicit_input_instance,85,parallel_algorithms,explicit_parallel_algorithm_problem,yes_no_decision,,distributed_mutual_exclusion,4,HIGH,unknown,,O(n^3)
AW-000770,Maybeck Peter S Extended Kalman Filter,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000770.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000770.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000770.context.evidence.yaml,v1,include,32bb017c976bf360,explicit_input_instance,100,image_processing,explicit_image_processing_problem,full_solution,,,1,HIGH,O(n^2),,O(n^2 \log^2 n)
AW-000771,Damiano Brigo Bernard Hanzon and François LeGland,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000771.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000771.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000771.context.evidence.yaml,v1,include,0d7bf3c0c16c02be,explicit_geometric_objects,70,computational_geometry,explicit_geometry_problem,full_solution,,,2,HIGH,unknown,,O(n^{2.45} \log n)
AW-000772,Del Moral Pierre,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_context_recovered\AW-000772.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_context_recovered\AW-000772.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\evidence_recovered\AW-000772.context.evidence.yaml,second_pass,include,3a605026e2df110d,explicit_input_instance,80,parallel_algorithms,explicit_parallel_algorithm_problem,yes_no_decision,,distributed_mutual_exclusion,4,HIGH,unknown,,O(n^2)
AW-000773,Ocone,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000773.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000773.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000773.context.evidence.yaml,v1,include,07d38089549f2cf1,explicit_input_instance,65,optimization,explicit_optimization_problem,estimate,,,3,HIGH,unknown,,O(n^2)
AW-000774,Bellman Value Iteration (VI),corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_context_recovered\AW-000774.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_context_recovered\AW-000774.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\evidence_recovered\AW-000774.context.evidence.yaml,second_pass,include,7d92f4c50607f426,explicit_input_instance,80,combinatorics,explicit_combinatorial_problem,full_solution,,automata_subset_construction,3,HIGH,O(n),,O(2^n)
AW-000775,Howard Policy Iteration (PI),corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_context_recovered\AW-000775.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_context_recovered\AW-000775.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\evidence_recovered\AW-000775.context.evidence.yaml,second_pass,include,57de7b9627eff08c,explicit_input_instance,90,combinatorics,explicit_combinatorial_problem,full_solution,,automata_subset_construction,4,HIGH,O(n),,O(n^3)
AW-000776,Puterman Modified Policy Iteration (MPI),corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_context_recovered\AW-000776.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_context_recovered\AW-000776.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\evidence_recovered\AW-000776.context.evidence.yaml,second_pass,include,7b350be67524eb04,explicit_input_instance,80,combinatorics,explicit_combinatorial_problem,full_solution,,automata_subset_construction,2,HIGH,O(n),,O(n^3)
AW-000779,Brute force,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_context_recovered\AW-000779.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_context_recovered\AW-000779.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\evidence_recovered\AW-000779.context.evidence.yaml,second_pass,include,cb8bc4fc230996db,random_access_string,80,data_structures,explicit_data_structure_problem,data_structure_output,,data_structure,2,HIGH,O(U),,O(U 2^n)
AW-000780,Tompa M,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000780.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000780.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000780.context.evidence.yaml,v1,include,7a4ad2d3e46a42e4,random_access_string,65,string,explicit_string_problem,full_solution,,,2,HIGH,O(m^2),,O(mn)
AW-000781,Bailey TL Elkan C MEME,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000781.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000781.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000781.context.evidence.yaml,v1,include,c6391ccc24ae3003,random_access_string,70,string,explicit_string_problem,full_solution,,,3,HIGH,O(mn),,O(n^2m^2)
AW-000782,Kingsford,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000782.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000782.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000782.context.evidence.yaml,v1,include,1dd817e2c8bcd89e,random_access_string,70,string,explicit_string_problem,full_solution,,,3,HIGH,O(m^2n^2),,O(mn)
AW-000783,Naive,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000783.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000783.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000783.context.evidence.yaml,v1,include,468e529fd17c5517,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,O(n),,O(m)
AW-000784,The INDEGREE Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000784.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000784.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000784.context.evidence.yaml,third_pass,include,f270ac1d6755f9f4,random_access_string,100,numerical_analysis,explicit_numerical_problem,estimate,RECOVERED_CONTEXT,,4,HIGH,O(n),kalman_state_estimation,O(mn)
AW-000786,The (Hyperlink-Induced Topic Search) HITS Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000786.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000786.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000786.context.evidence.yaml,v1,include,cc8a02441f1f24c9,adjacency_list_query,70,graph,explicit_graph_problem,path_or_tree,,,2,HIGH,O(n),,O(n^2 k)
AW-000788,Randomized HITS,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000788.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000788.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000788.context.evidence.yaml,v1,include,20b8e30d947920f7,explicit_numeric_parameters,100,randomized_sampling,explicit_numerical_problem,estimate,,,2,HIGH,O(n),,O(mn \log n)
AW-000795,Leases (Cary G Gray and David R Cheriton),corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_context_recovered\AW-000795.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_context_recovered\AW-000795.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\evidence_recovered\AW-000795.context.evidence.yaml,second_pass,include,c2d42d11ccb038af,explicit_input_instance,85,image_processing,explicit_image_processing_problem,full_solution,,rendering_shading,4,HIGH,O(f),,O(n)
AW-000798,Brute force,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\public_context_recovered\AW-000798.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\metadata_context_recovered\AW-000798.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_second_pass\evidence_recovered\AW-000798.context.evidence.yaml,second_pass,include,1950f69968f43517,random_access_string,80,data_structures,explicit_data_structure_problem,data_structure_output,,data_structure,2,HIGH,O(n),,O(k^{O(n)} \text{poly}(n))
AW-000800,Ray casting algorithm Shimrat M,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000800.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000800.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000800.context.evidence.yaml,v1,include,d1991d872761031d,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,2,HIGH,O(1),,O(n)
AW-000801,Nordbeck and Rystedt (Grid Method),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000801.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000801.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000801.context.evidence.yaml,v1,include,b20a827503552e75,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,3,HIGH,O(n),,O(n)
AW-000802,Salomon (Swath Method),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000802.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000802.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000802.context.evidence.yaml,v1,include,4f99f83b7818e1d5,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,3,HIGH,O(n^2),,O(n \log n)
AW-000803,Nordbeck and Rystedt (Sum of area),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000803.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000803.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000803.context.evidence.yaml,v1,include,a8304ab6e4813be5,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,3,HIGH,O(1),,O(n)
AW-000804,Preparata and Shamos (Wedge),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000804.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000804.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000804.context.evidence.yaml,v1,include,156bb3212a001ce1,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,1,HIGH,O(n),,O(n)
AW-000805,Saalfeld (Sign of offset),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000805.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000805.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000805.context.evidence.yaml,v1,include,1c57d23136f67f5e,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,3,HIGH,O(1),,O(n)
AW-000806,Preparata and Shamos (Intersection sum of angle),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000806.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000806.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000806.context.evidence.yaml,v1,include,c6d04c2248b55e34,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,1,HIGH,O(1),,O(n)
AW-000807,Nordbeck and Rystedt (Orientation),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000807.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000807.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000807.context.evidence.yaml,v1,include,c275658297f9b78f,adjacency_list_query,100,graph,explicit_graph_problem,full_solution,,,3,HIGH,O(1),,O(n)
AW-000808,ASP,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-000808.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-000808.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-000808.context.evidence.yaml,v1,include,b81a94026b209cd1,explicit_input_instance,100,parallel_algorithms,explicit_parallel_algorithm_problem,full_solution,,,2,HIGH,O(n) (per node),,O(n)
