fact_id,fact_type,value,source_id,reliability,confidence,conflict_status,notes
AW-000766-Fb50ece2662,problem_definition,Source title indicates: Kalman filter,wikidata:7fcf66f6f0b3c8ba,MEDIUM,70,weak,wikidata
AW-000766-Fa7c3d0daee,problem_definition,algorithm that estimates unknowns from a series of measurements over time,wikidata:7fcf66f6f0b3c8ba,MEDIUM,70,consistent,wikidata
AW-000766-F983638f7d3,authoritative_source_link,http://www.wikidata.org/entity/Q846780,wikidata:7fcf66f6f0b3c8ba,MEDIUM,70,consistent,wikidata
AW-000767-F0fef54f5e0,alias,Stratonovich,AW-000767:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000767-Fbf120b428f,time_complexity,O(n^3),AW-000767:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000767-F98b5061eb5,input_semantics,Parameter definitions: n: number of dimensions in state space,AW-000767:algorithm_wiki_metadata,HIGH,75,weak,AlgorithmWiki parameter metadata
AW-000767-Fa14acad37f,source_title,AlgorithmWiki metadata for Stratonovich,AW-000767:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000767-F290529ce7b,problem_definition,Source title indicates: AlgorithmWiki metadata for Stratonovich,AW-000767:algorithm_wiki_metadata,HIGH,85,weak,previous_source_record
AW-000767-Fe99ed3fc6b,problem_definition,AlgorithmWiki row name: Stratonovich,AW-000767:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000767-F9f26a1a502,problem_definition,domain: unknown,AW-000767:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000767-Fcd65c04983,time_complexity,time complexity: O(n^3),AW-000767:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000767-F95ad20ee98,problem_definition,precard summary: No public-ready summary is available because the row lacks enough task semantics.,AW-000767:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000767-F25123d6209,source_title,Stratonovich Integration,crossref_search:b1d9db64cca3ab22,MEDIUM,70,consistent,previous_source_record
AW-000767-Ff6d4edae3e,problem_definition,Crossref title-search result: Stratonovich Integration,crossref_search:b1d9db64cca3ab22,MEDIUM,70,consistent,previous_source_record
AW-000767-F87358b4627,authoritative_source_link,https://doi.org/10.1201/9781003484912-6,crossref_search:b1d9db64cca3ab22,MEDIUM,70,consistent,previous_source_record
AW-000767-F1a485edc7d,source_title,Kalman filter,wikidata:7fcf66f6f0b3c8ba,MEDIUM,70,consistent,wikidata
AW-000767-Fb50ece2662,problem_definition,Source title indicates: Kalman filter,wikidata:7fcf66f6f0b3c8ba,MEDIUM,70,weak,wikidata
AW-000767-Fa7c3d0daee,problem_definition,algorithm that estimates unknowns from a series of measurements over time,wikidata:7fcf66f6f0b3c8ba,MEDIUM,70,consistent,wikidata
AW-000767-F983638f7d3,authoritative_source_link,http://www.wikidata.org/entity/Q846780,wikidata:7fcf66f6f0b3c8ba,MEDIUM,70,consistent,wikidata
AW-000777-Ff776e2afb1,alias,"Vazirani (ILP, chapters 13-15)",AW-000777:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000777-F348b9da1e8,time_complexity,"O(\text{poly}(n, d))",AW-000777:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000777-Feb7d955355,space_complexity,O(U),AW-000777:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000777-Fd9e3ad6258,computation_model,Word RAM,AW-000777:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000777-Ff8b78997ff,input_semantics,"Parameter definitions: n: number of sets, U: size of universe, d: size of the largest set in S",AW-000777:algorithm_wiki_metadata,HIGH,75,weak,AlgorithmWiki parameter metadata
AW-000777-F5490e5fd3b,authoritative_source_link,https://www.ics.uci.edu/~vazirani/book.pdf,AW-000777:algorithm_wiki_metadata,HIGH,70,consistent,Original source link from AlgorithmWiki metadata
AW-000777-F9b930ea1fa,source_title,"AlgorithmWiki metadata for Vazirani (ILP, chapters 13-15)",AW-000777:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000777-F0808e47533,problem_definition,"Source title indicates: AlgorithmWiki metadata for Vazirani (ILP, chapters 13-15)",AW-000777:algorithm_wiki_metadata,HIGH,85,weak,previous_source_record
AW-000777-F3f95af2385,problem_definition,"AlgorithmWiki row name: Vazirani (ILP, chapters 13-15)",AW-000777:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000777-Fc2ea250c14,problem_definition,domain: unknown,AW-000777:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000777-F0cbc632b25,time_complexity,"time complexity: O(\text{poly}(n, d))",AW-000777:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000777-F1f7fd6b7d9,space_complexity,space complexity: O(U),AW-000777:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000777-F7913fe6e95,computation_model,computational model: Word RAM,AW-000777:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000777-F4d6e5699f0,problem_definition,precard summary: No public-ready summary is available because the row lacks enough task semantics.,AW-000777:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000777-F926266eac9,source_title,Discussion/Chapters 13–15,crossref_search:a6e41ff023ae3d5c,MEDIUM,70,consistent,previous_source_record
AW-000777-F8c3394aebf,problem_definition,Crossref title-search result: Discussion/Chapters 13–15,crossref_search:a6e41ff023ae3d5c,MEDIUM,70,consistent,previous_source_record
AW-000777-Fc6adbd778e,authoritative_source_link,https://doi.org/10.1007/978-1-4612-9883-0_29,crossref_search:a6e41ff023ae3d5c,MEDIUM,70,consistent,previous_source_record
AW-000778-F50cfef5016,alias,"Vazirani (ILP, chapters 13-15)",AW-000778:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000778-Faa4aaaad56,time_complexity,"O(\text{poly}(n, d))",AW-000778:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000778-F692d2ae3bc,space_complexity,O(U),AW-000778:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000778-Fa72c09b9fe,computation_model,Word RAM,AW-000778:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000778-F2583f89bc6,input_semantics,"Parameter definitions: n: number of sets, U: size of universe, d: size of the largest set in S",AW-000778:algorithm_wiki_metadata,HIGH,75,weak,AlgorithmWiki parameter metadata
AW-000778-Fd748da85f1,authoritative_source_link,https://www.ics.uci.edu/~vazirani/book.pdf,AW-000778:algorithm_wiki_metadata,HIGH,70,consistent,Original source link from AlgorithmWiki metadata
AW-000778-F64d012b946,source_title,"AlgorithmWiki metadata for Vazirani (ILP, chapters 13-15)",AW-000778:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000778-F589a53c92b,problem_definition,"Source title indicates: AlgorithmWiki metadata for Vazirani (ILP, chapters 13-15)",AW-000778:algorithm_wiki_metadata,HIGH,85,weak,previous_source_record
AW-000778-Fa442618555,problem_definition,"AlgorithmWiki row name: Vazirani (ILP, chapters 13-15)",AW-000778:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000778-F4439beda60,problem_definition,domain: unknown,AW-000778:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000778-F12179a09db,time_complexity,"time complexity: O(\text{poly}(n, d))",AW-000778:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000778-F5ca103e5d8,space_complexity,space complexity: O(U),AW-000778:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000778-F89c5b019ab,computation_model,computational model: Word RAM,AW-000778:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000778-Fd190038e2c,problem_definition,precard summary: No public-ready summary is available because the row lacks enough task semantics.,AW-000778:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000778-F926266eac9,source_title,Discussion/Chapters 13–15,crossref_search:a6e41ff023ae3d5c,MEDIUM,70,consistent,previous_source_record
AW-000778-F8c3394aebf,problem_definition,Crossref title-search result: Discussion/Chapters 13–15,crossref_search:a6e41ff023ae3d5c,MEDIUM,70,consistent,previous_source_record
AW-000778-Fc6adbd778e,authoritative_source_link,https://doi.org/10.1007/978-1-4612-9883-0_29,crossref_search:a6e41ff023ae3d5c,MEDIUM,70,consistent,previous_source_record
AW-000784-F3fd8a8d508,alias,The INDEGREE Algorithm,AW-000784:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000784-F1a1a9c74bc,time_complexity,O(mn),AW-000784:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000784-F003024bd49,space_complexity,O(n),AW-000784:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000784-F15f9b110b8,computation_model,Word RAM,AW-000784:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000784-F2bb2ffe596,input_semantics,"Parameter definitions: n: number of pages, m: number of hyperlinks",AW-000784:algorithm_wiki_metadata,HIGH,75,weak,AlgorithmWiki parameter metadata
AW-000784-Fb18123f060,authoritative_source_link,https://www.w3.org/People/Massimo/papers/quest_hypersearch.pdf,AW-000784:algorithm_wiki_metadata,HIGH,70,consistent,Original source link from AlgorithmWiki metadata
AW-000784-F6feacfc2d2,source_title,AlgorithmWiki metadata for The INDEGREE Algorithm,AW-000784:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000784-F1cf7cfd63f,problem_definition,Source title indicates: AlgorithmWiki metadata for The INDEGREE Algorithm,AW-000784:algorithm_wiki_metadata,HIGH,85,weak,previous_source_record
AW-000784-F52de9a4907,problem_definition,AlgorithmWiki row name: The INDEGREE Algorithm,AW-000784:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000784-F746faa0e52,problem_definition,domain: unknown,AW-000784:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000784-F424d0a6a46,time_complexity,time complexity: O(mn),AW-000784:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000784-F60e8dc4231,space_complexity,space complexity: O(n),AW-000784:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000784-Fc98f857821,computation_model,computational model: Word RAM,AW-000784:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000784-F8aee2404e4,problem_definition,precard summary: No public-ready summary is available because the row lacks enough task semantics.,AW-000784:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000784-F4096d50272,source_title,Distributed Indegree-weighted Kalman Consensus Filter Algorithm Against Packet-dropping,crossref_search:127a1fb8a7edf9d7,MEDIUM,70,consistent,previous_source_record
AW-000784-Fac00c3e5f5,problem_definition,Source title indicates: Distributed Indegree-weighted Kalman Consensus Filter Algorithm Against Packet-dropping,crossref_search:127a1fb8a7edf9d7,MEDIUM,70,weak,previous_source_record
AW-000784-F42f6cddbb7,problem_definition,Crossref title-search result: Distributed Indegree-weighted Kalman Consensus Filter Algorithm Against Packet-dropping,crossref_search:127a1fb8a7edf9d7,MEDIUM,70,consistent,previous_source_record
AW-000784-F0057cad42d,authoritative_source_link,https://doi.org/10.1109/iccais59597.2023.10382338,crossref_search:127a1fb8a7edf9d7,MEDIUM,70,consistent,previous_source_record
AW-000784-Ff82307807a,problem_definition,Crossref title: Distributed Indegree-weighted Kalman Consensus Filter Algorithm Against Packet-dropping,crossref_search:22f960c009b8798d,MEDIUM,70,consistent,crossref
AW-000784-Fba830867d5,problem_definition,published year: 2023,crossref_search:22f960c009b8798d,MEDIUM,70,consistent,crossref
AW-000784-Fd8dc40a168,problem_definition,"container title: 2023 12th International Conference on Control, Automation and Information Sciences (ICCAIS)",crossref_search:22f960c009b8798d,MEDIUM,70,consistent,crossref
AW-000785-F763172b0bb,alias,The PAGERANK Algorithm,AW-000785:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000785-F2fa419c36d,time_complexity,O(n^3),AW-000785:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000785-F7afd866a25,space_complexity,O(n),AW-000785:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000785-F7b0b47869f,computation_model,Word RAM,AW-000785:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000785-F91dfa577cf,input_semantics,"Parameter definitions: n: number of pages, m: number of hyperlinks",AW-000785:algorithm_wiki_metadata,HIGH,75,weak,AlgorithmWiki parameter metadata
AW-000785-Fcf9952428c,authoritative_source_link,http://ilpubs.stanford.edu:8090/422/?utm_campaign=Technical%20SEO%20Weekly&utm_medium=email&utm_source=Revue%20newsletter,AW-000785:algorithm_wiki_metadata,HIGH,70,consistent,Original source link from AlgorithmWiki metadata
AW-000785-F03c2a9e225,source_title,AlgorithmWiki metadata for The PAGERANK Algorithm,AW-000785:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000785-Fba16a347f1,problem_definition,Source title indicates: AlgorithmWiki metadata for The PAGERANK Algorithm,AW-000785:algorithm_wiki_metadata,HIGH,85,weak,previous_source_record
AW-000785-Ffe3153066f,problem_definition,AlgorithmWiki row name: The PAGERANK Algorithm,AW-000785:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000785-F69068b4edd,problem_definition,domain: unknown,AW-000785:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000785-Fcfa28218f3,time_complexity,time complexity: O(n^3),AW-000785:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000785-F83728444d7,space_complexity,space complexity: O(n),AW-000785:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000785-Fecdecb3dbf,computation_model,computational model: Word RAM,AW-000785:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000785-Fbadb817e62,problem_definition,precard summary: No public-ready summary is available because the row lacks enough task semantics.,AW-000785:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000785-F380e8e19d3,source_title,Error - Stanford InfoLab Publication Server,source:77dcaf88e745e8c1,MEDIUM,70,consistent,previous_source_record
AW-000785-Fdfdb567018,problem_definition,source page title: Error - Stanford InfoLab Publication Server,source:77dcaf88e745e8c1,MEDIUM,70,consistent,previous_source_record
AW-000785-Fd45820c612,problem_definition,source page description: Feel free to contact Stanford InfoLab Publication Server administration with details.,source:77dcaf88e745e8c1,MEDIUM,70,consistent,previous_source_record
AW-000785-F3d9078e73d,source_title,Publication Error,crossref_search:290a462660b63d43,MEDIUM,70,consistent,previous_source_record
AW-000785-Faec59bb1ef,problem_definition,Crossref title-search result: Publication Error,crossref_search:290a462660b63d43,MEDIUM,70,consistent,previous_source_record
AW-000785-F2dff06e21e,authoritative_source_link,https://doi.org/10.1016/j.jana.2009.04.001,crossref_search:290a462660b63d43,MEDIUM,70,consistent,previous_source_record
AW-000785-F48dbe2bb43,problem_definition,Feel free to contact Stanford InfoLab Publication Server administration with details.,source:77dcaf88e745e8c1,LOW,45,consistent,original_source
AW-000785-F9d4536851b,source_title,PageRank Algorithm,crossref_search:bd64ba0ecbc310ba,MEDIUM,70,consistent,crossref
AW-000785-F0543f38dea,problem_definition,Source title indicates: PageRank Algorithm,crossref_search:bd64ba0ecbc310ba,MEDIUM,70,weak,crossref
AW-000785-F6ab5c5a9fb,problem_definition,Crossref title: PageRank Algorithm,crossref_search:bd64ba0ecbc310ba,MEDIUM,70,consistent,crossref
AW-000785-F6ee46c501a,problem_definition,published year: 2008,crossref_search:bd64ba0ecbc310ba,MEDIUM,70,consistent,crossref
AW-000785-F77ab5a4cb7,problem_definition,container title: Encyclopedia of Algorithms,crossref_search:bd64ba0ecbc310ba,MEDIUM,70,consistent,crossref
AW-000785-F9e6b71a307,authoritative_source_link,https://doi.org/10.1007/978-0-387-30162-4_277,crossref_search:bd64ba0ecbc310ba,MEDIUM,70,consistent,crossref
AW-000785-Ffa5f1f22c3,source_title,The PageRank algorithm as a method to optimize swarm behavior through local analysis,wikidata:6b53bcf4d5fcbb3e,MEDIUM,70,consistent,wikidata
AW-000785-F8caabf525c,problem_definition,Source title indicates: The PageRank algorithm as a method to optimize swarm behavior through local analysis,wikidata:6b53bcf4d5fcbb3e,MEDIUM,70,weak,wikidata
AW-000785-Fe7e769241a,problem_definition,scholarly article,wikidata:6b53bcf4d5fcbb3e,MEDIUM,70,consistent,wikidata
AW-000785-Fd9042dfbf2,authoritative_source_link,http://www.wikidata.org/entity/Q127341640,wikidata:6b53bcf4d5fcbb3e,MEDIUM,70,consistent,wikidata
AW-000787-Feb3d7ad397,alias,The (Stochastic Approach for Link Structure Analysis) SALSA Algorithm,AW-000787:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000787-F3fab41c559,time_complexity,O(m^2 n),AW-000787:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000787-F3224ae71c8,space_complexity,O(n),AW-000787:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000787-F4c64bf0ff2,computation_model,Word RAM,AW-000787:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000787-F1ba6e1d57a,input_semantics,"Parameter definitions: n: number of pages, m: number of hyperlinks",AW-000787:algorithm_wiki_metadata,HIGH,75,weak,AlgorithmWiki parameter metadata
AW-000787-Fc71a445476,authoritative_source_link,https://dl.acm.org/doi/abs/10.1145/382979.383041,AW-000787:algorithm_wiki_metadata,HIGH,70,consistent,Original source link from AlgorithmWiki metadata
AW-000787-F5cd4436763,source_title,AlgorithmWiki metadata for The (Stochastic Approach for Link Structure Analysis) SALSA Algorithm,AW-000787:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000787-F238991b67f,problem_definition,Source title indicates: AlgorithmWiki metadata for The (Stochastic Approach for Link Structure Analysis) SALSA Algorithm,AW-000787:algorithm_wiki_metadata,HIGH,85,weak,previous_source_record
AW-000787-F235db44aad,problem_definition,AlgorithmWiki row name: The (Stochastic Approach for Link Structure Analysis) SALSA Algorithm,AW-000787:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000787-Fb90d14323f,problem_definition,domain: unknown,AW-000787:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000787-F8666737e54,time_complexity,time complexity: O(m^2 n),AW-000787:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000787-F4fcd1f85f8,space_complexity,space complexity: O(n),AW-000787:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000787-F7113df2e83,computation_model,computational model: Word RAM,AW-000787:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000787-F4f13813dac,problem_definition,precard summary: No public-ready summary is available because the row lacks enough task semantics.,AW-000787:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000787-F1851b896eb,source_title,SALSA,crossref:7be6a5daab2d14ed,HIGH,85,consistent,previous_source_record
AW-000787-Fd35bb497be,problem_definition,DOI title: SALSA,crossref:7be6a5daab2d14ed,HIGH,85,consistent,previous_source_record
AW-000787-F9d95edb098,problem_definition,published year: 2001,crossref:7be6a5daab2d14ed,HIGH,85,consistent,previous_source_record
AW-000787-F40cb1ea688,problem_definition,container title: ACM Transactions on Information Systems,crossref:7be6a5daab2d14ed,HIGH,85,consistent,previous_source_record
AW-000787-F7634f289cb,problem_definition,"abstract summary: Today, when searching for information on the WWW, one usually performs a query through a term-based search engine.",crossref:7be6a5daab2d14ed,HIGH,85,consistent,previous_source_record
AW-000787-Fe64a3d3f92,authoritative_source_link,https://doi.org/10.1145/382979.383041,crossref:7be6a5daab2d14ed,HIGH,85,consistent,previous_source_record
AW-000787-Fe2623b17d5,source_title,SALSA: Swarm Algorithm Simulator,crossref_search:0d393d65e1b4eb89,MEDIUM,70,consistent,previous_source_record
AW-000787-F334c606fdf,problem_definition,Source title indicates: SALSA: Swarm Algorithm Simulator,crossref_search:0d393d65e1b4eb89,MEDIUM,70,weak,previous_source_record
AW-000787-F33e83b4536,problem_definition,Crossref title-search result: SALSA: Swarm Algorithm Simulator,crossref_search:0d393d65e1b4eb89,MEDIUM,70,consistent,previous_source_record
AW-000787-F584b37988b,authoritative_source_link,https://doi.org/10.1109/acsos-c63493.2024.00045,crossref_search:0d393d65e1b4eb89,MEDIUM,70,consistent,previous_source_record
AW-000787-Fbc59b7468b,problem_definition,OpenAlex title: SALSA,openalex:db06290b6f0a92ed,HIGH,85,consistent,openalex
AW-000787-Fcac49e43cf,problem_definition,publication year: 2001,openalex:db06290b6f0a92ed,HIGH,85,consistent,openalex
AW-000787-F83917f86f1,authoritative_source_link,https://openalex.org/W2039976898,openalex:db06290b6f0a92ed,HIGH,85,consistent,openalex
AW-000789-F91f022f0b5,alias,PHITS Coheng Chan,AW-000789:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000789-F95b3518558,time_complexity,O(mn),AW-000789:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000789-F6a88144e65,space_complexity,O(nz),AW-000789:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000789-F14300acdc1,computation_model,Word RAM,AW-000789:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000789-F43b190c9a6,input_semantics,"Parameter definitions: n: number of pages, m: number of hyperlinks, z: # of topics/categories",AW-000789:algorithm_wiki_metadata,HIGH,75,weak,AlgorithmWiki parameter metadata
AW-000789-F5ce9d75249,authoritative_source_link,http://web.cse.msu.edu/~cse960/Papers/LinkAnalysis/phits.pdf,AW-000789:algorithm_wiki_metadata,HIGH,70,consistent,Original source link from AlgorithmWiki metadata
AW-000789-Ff82dcc4710,source_title,AlgorithmWiki metadata for PHITS Coheng Chan,AW-000789:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000789-Fd33f2ce3e1,problem_definition,Source title indicates: AlgorithmWiki metadata for PHITS Coheng Chan,AW-000789:algorithm_wiki_metadata,HIGH,85,weak,previous_source_record
AW-000789-F0880ca7129,problem_definition,AlgorithmWiki row name: PHITS Coheng Chan,AW-000789:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000789-F2d5d8cc287,problem_definition,domain: unknown,AW-000789:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000789-F31a43d3dca,time_complexity,time complexity: O(mn),AW-000789:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000789-F8eb9731618,space_complexity,space complexity: O(nz),AW-000789:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000789-Fbe40d1f30b,computation_model,computational model: Word RAM,AW-000789:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000789-F227e119021,problem_definition,precard summary: No public-ready summary is available because the row lacks enough task semantics.,AW-000789:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000789-F8718eca3d5,source_title,PHITS Overview,crossref_search:be421d87dc9a55c4,MEDIUM,70,consistent,previous_source_record
AW-000789-F5dbdbb06e5,problem_definition,Crossref title-search result: PHITS Overview,crossref_search:be421d87dc9a55c4,MEDIUM,70,consistent,previous_source_record
AW-000789-F12aaa3fa38,authoritative_source_link,https://doi.org/10.1063/1.2720457,crossref_search:be421d87dc9a55c4,MEDIUM,70,consistent,previous_source_record
AW-000790-F3fc769cc37,alias,Haveliwala,AW-000790:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000790-Ff275d45569,time_complexity,O(mn),AW-000790:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000790-Fe5933c65f8,space_complexity,O(nz),AW-000790:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000790-Fff1f4fac94,computation_model,Word RAM,AW-000790:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000790-Fb46259b5e5,input_semantics,"Parameter definitions: n: number of pages, m: number of hyperlinks, z: # of topics/categories",AW-000790:algorithm_wiki_metadata,HIGH,75,weak,AlgorithmWiki parameter metadata
AW-000790-Fefd5be2eb7,authoritative_source_link,http://www-cs-students.stanford.edu/~taherh/papers/topic-sensitive-pagerank.pdf,AW-000790:algorithm_wiki_metadata,HIGH,70,consistent,Original source link from AlgorithmWiki metadata
AW-000790-F22f4b4c725,source_title,AlgorithmWiki metadata for Haveliwala,AW-000790:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000790-Fa63039d705,problem_definition,Source title indicates: AlgorithmWiki metadata for Haveliwala,AW-000790:algorithm_wiki_metadata,HIGH,85,weak,previous_source_record
AW-000790-F2b3ea858b4,problem_definition,AlgorithmWiki row name: Haveliwala,AW-000790:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000790-Fef18885890,problem_definition,domain: unknown,AW-000790:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000790-F306741471f,time_complexity,time complexity: O(mn),AW-000790:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000790-F455117c206,space_complexity,space complexity: O(nz),AW-000790:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000790-F12af4174be,computation_model,computational model: Word RAM,AW-000790:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000790-F3440e1f477,problem_definition,precard summary: No public-ready summary is available because the row lacks enough task semantics.,AW-000790:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000790-F9d7a090103,source_title,"Remarks on Algorithm 2, Algorithm 3, Algorithm 15, Algorithm 25 and Algorithm 26",crossref_search:14780116eae9a229,MEDIUM,70,consistent,previous_source_record
AW-000790-F12827b917e,problem_definition,"Source title indicates: Remarks on Algorithm 2, Algorithm 3, Algorithm 15, Algorithm 25 and Algorithm 26",crossref_search:14780116eae9a229,MEDIUM,70,weak,previous_source_record
AW-000790-F375efe8d7f,problem_definition,"Crossref title-search result: Remarks on Algorithm 2, Algorithm 3, Algorithm 15, Algorithm 25 and Algorithm 26",crossref_search:14780116eae9a229,MEDIUM,70,consistent,previous_source_record
AW-000790-F16d4776e37,authoritative_source_link,https://doi.org/10.1145/366199.366273,crossref_search:14780116eae9a229,MEDIUM,70,consistent,previous_source_record
AW-000791-F37f21c4cc5,alias,Jeh and Widom,AW-000791:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000791-Ff01b892095,time_complexity,O(mn),AW-000791:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000791-F681adf2ba8,space_complexity,O(nh),AW-000791:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000791-Ff1625120b4,computation_model,Word RAM,AW-000791:algorithm_wiki_metadata,HIGH,85,consistent,AlgorithmWiki metadata
AW-000791-Fab8fb53e26,input_semantics,"Parameter definitions: n: number of pages, m: number of hyperlinks, h: number of hub pages",AW-000791:algorithm_wiki_metadata,HIGH,75,weak,AlgorithmWiki parameter metadata
AW-000791-F837b44cda3,authoritative_source_link,http://infolab.stanford.edu/~glenj/spws.pdf,AW-000791:algorithm_wiki_metadata,HIGH,70,consistent,Original source link from AlgorithmWiki metadata
AW-000791-F223668614d,source_title,AlgorithmWiki metadata for Jeh and Widom,AW-000791:algorithm_wiki_metadata,HIGH,85,consistent,previous_source_record
AW-000791-F6a559c14e5,problem_definition,Source title indicates: AlgorithmWiki metadata for Jeh and Widom,AW-000791:algorithm_wiki_metadata,HIGH,85,weak,previous_source_record
