algorithm_id,algorithm_name,saturation_status,cycles_completed,source_families_covered,new_fact_count,review_reasons,next_manual_action
AW-000864,Secant method,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,19,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000875,Euclid's algorithm,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,30,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000878,"Sthele, Zimmermann",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,17,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000885,Shortest remaining time first,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,17,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000886,"First come, first served",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,16,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000890,The theoretically optimal page replacement algorithm,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,20,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000891,Not recently used,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,18,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000893,Second-chance,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,17,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000894,Clock,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,17,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000895,Least recently used,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,18,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000896,Random,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,22,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000897,Not frequently used (NFU),SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,16,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000899,Longest distance first (LDF) page replacement algorithm,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,21,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000900,ARIES,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,28,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000901,Output-Sensitive Quantum BMM,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,24,The row has partial metadata but still lacks one or more source-backed fields required for a public context card.,No automated action recommended; keep saturated certificate with unresolved row.
AW-000902,,SATURATED_NO_RECOVERY,1,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia,18,"Source-saturation pass found enough task, input, output, and access semantics for a context card.; missing_algorithm_name",Audit recovered card before any optional live analyze run.
AW-000907,Chan,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,23,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000908,Chan,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,23,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000909,Yu,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,15,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000939,Davis-Putnam-Logemann-Loveland Algorithm (DPLL),SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,31,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000940,Conflict-Driven Clause Learning (CDCL),SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,17,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000943,Quantum Adiabatic Algorithm (QAA),SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,30,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000944,Lewis 1978,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,24,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000945,"Paturi, Pudlák, Saks, Zane (PPSZ) 2005",SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,29,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000946,Hertli (Modified PPSZ),SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,28,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000947,Hertli (Modified PPSZ),SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,28,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000952,Wells,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,19,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000953,Langdon,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,29,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000955,Ives' algorithm c,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,29,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000957,Illinois Algorithm,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,33,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000958,Anderson–Björck algorithm,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,30,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000959,ITP Method,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,21,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000960,Steffensen's method,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,19,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000961,Inverse quadratic interpolation,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,20,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000962,Brent-Dekker Method,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,22,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000975,"Gronlund, Pettie",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,19,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000976,"Gronlund, Pettie",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,19,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000977,Freund,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,32,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-000978,Chan,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,28,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001010,Grahne and Räihä,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,18,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001011,Lien,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,28,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001012,Sciore,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,26,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001013,Fagin,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,31,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001016,"Fischer, Heun",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,14,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001017,"Nuutila, Soisalon-Soininen",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,10,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001019,"Pomerance, Wagstaff",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,10,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001021,Takaoka,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,14,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001023,Chan,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,11,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001024,"Galil, Margalit",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,12,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001025,"Kose, Weckwerth, Linke, Fiehn",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,12,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001026,Mongelli et. al.,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,10,The row has partial metadata but still lacks one or more source-backed fields required for a public context card.,No automated action recommended; keep saturated certificate with unresolved row.
AW-001040,Preperata (1),SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,19,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001041,Preperata (2),SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,19,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001064,Akl,SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,32,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001099,"Saxena, Bhatt, Prasad",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,19,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001131,"Dey, Srimani",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,17,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001136,Tang,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,13,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001246,"Siebert, Wolf",SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,31,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001260,"SPMS - Cole, Ramachandran",SATURATED_NO_RECOVERY,4,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,29,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001282,"2mm - Mubarak, Iqbal, Naeem, Hussain",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,12,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001290,Akl,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,19,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001312,"Galper, Brutlag (synchronous Row Wavefront approach) (1)",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,14,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001313,"Galper, Brutlag (asynchronous Row Wavefront approach) (also asynch DWF) (2)",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,14,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001314,"Galper, Brutlag (synchronous Diagonal Wavefront approach) (3)",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,14,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001316,Tiskin,SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,16,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
AW-001349,"Agarwal, Gustavson, Zubair",SATURATED_NO_RECOVERY,3,algorithm_wiki_local; local_previous_cache; original_source; crossref; arxiv; wikipedia; openalex; semantic_scholar; dblp; publisher_abstract; wikidata; citeseerx; nist_dads; the_algorithms; cp_algorithms; course_notes; general_web_search,19,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",No automated action recommended; keep saturated certificate with unresolved row.
