algorithm_id,algorithm_name,source_id,source_family,url,title,access_status,reliability,digest
AW-000616,9-point FFT,openalex:758b4e09a92c963a,openalex,https://openalex.org/W2158359807,Fast fourier transform and convolution algorithms,fetched,HIGH,4b7234e08a44e132
AW-000631,Naive algorithm,crossref_search:42b001a7bb3db940,doi_metadata,https://doi.org/10.1007/978-3-319-21936-3_15,The “Naive” RSA Algorithm,fetched,MEDIUM,0c19903d44277128
AW-000632,Brute force algorithm,crossref_search:9fdb778db8297876,doi_metadata,https://doi.org/10.12957/cadinf.2024.79821,Parallel implementations of TSP brute force algorithm,fetched,MEDIUM,525a9fdc9bbad274
AW-000632,Brute force algorithm,arxiv:3374dc22c422c102,arxiv_abstract,http://arxiv.org/abs/1705.05647v1,Optimized brute-force algorithms for the bifurcation analysis of a spin-glass-like neural network model,fetched,HIGH,af98546cadec324a
AW-000634,Liu,openalex:e4c96c05e5123b5e,openalex,https://openalex.org/W2017128313,Method to determine existence of perfect BCNF decomposition,fetched,HIGH,215858399f787121
AW-000634,Liu,semantic_scholar:3d7afb5680d15fd5,semantic_scholar,https://www.semanticscholar.org/paper/5adc6ad6418a1fe931cd17215205a8bc6ee8af38,Method to determine existence of perfect BCNF decomposition,fetched,MEDIUM,da090f69bc0327be
AW-000634,Liu,wikidata:abfbec80f5600c1b,wikidata,http://www.wikidata.org/entity/Q39000092,Liu,fetched,MEDIUM,8bf5d0f048eb48ca
AW-000635,Tradu Mirc,crossref_search:48465d771af045d7,doi_metadata,https://doi.org/10.1177/155698451701201s02,Mirc 2017,fetched,MEDIUM,f2139abc30aeb2ce
AW-000635,Tradu Mirc,openalex:ef47777226fb8277,openalex,https://openalex.org/W2955991472,Joan Miró: pequena semiótica do excremento,fetched,HIGH,cf2e8c12f378dfd2
AW-000636,Xu Renio,crossref_search:f73c3dd26b572b99,doi_metadata,https://doi.org/10.1016/j.bbabio.2018.09.149,Acclimation of Danio Renio (zebrafish) embryos to the cold,fetched,MEDIUM,ee85d99e551dd2ea
AW-000636,Xu Renio,openalex:80c022e91d4a1d7f,openalex,https://openalex.org/W3153775623,"RENiO<sub>3</sub> Single Crystals (RE = Nd, Sm, Gd, Dy, Y, Ho, Er, Lu) Grown from Molten Salts under 2000 bar of Oxygen Gas Pressure",fetched,HIGH,958cec7e4ba67e3c
AW-000637,Xu Renio,crossref_search:f73c3dd26b572b99,doi_metadata,https://doi.org/10.1016/j.bbabio.2018.09.149,Acclimation of Danio Renio (zebrafish) embryos to the cold,fetched,MEDIUM,ee85d99e551dd2ea
AW-000637,Xu Renio,openalex:80c022e91d4a1d7f,openalex,https://openalex.org/W3153775623,"RENiO<sub>3</sub> Single Crystals (RE = Nd, Sm, Gd, Dy, Y, Ho, Er, Lu) Grown from Molten Salts under 2000 bar of Oxygen Gas Pressure",fetched,HIGH,958cec7e4ba67e3c
AW-000638,Xu Renio,crossref_search:f73c3dd26b572b99,doi_metadata,https://doi.org/10.1016/j.bbabio.2018.09.149,Acclimation of Danio Renio (zebrafish) embryos to the cold,fetched,MEDIUM,ee85d99e551dd2ea
AW-000638,Xu Renio,openalex:80c022e91d4a1d7f,openalex,https://openalex.org/W3153775623,"RENiO<sub>3</sub> Single Crystals (RE = Nd, Sm, Gd, Dy, Y, Ho, Er, Lu) Grown from Molten Salts under 2000 bar of Oxygen Gas Pressure",fetched,HIGH,958cec7e4ba67e3c
AW-000639,Xu Renio,crossref_search:f73c3dd26b572b99,doi_metadata,https://doi.org/10.1016/j.bbabio.2018.09.149,Acclimation of Danio Renio (zebrafish) embryos to the cold,fetched,MEDIUM,ee85d99e551dd2ea
AW-000639,Xu Renio,openalex:80c022e91d4a1d7f,openalex,https://openalex.org/W3153775623,"RENiO<sub>3</sub> Single Crystals (RE = Nd, Sm, Gd, Dy, Y, Ho, Er, Lu) Grown from Molten Salts under 2000 bar of Oxygen Gas Pressure",fetched,HIGH,958cec7e4ba67e3c
AW-000640,Xu Renio,crossref_search:f73c3dd26b572b99,doi_metadata,https://doi.org/10.1016/j.bbabio.2018.09.149,Acclimation of Danio Renio (zebrafish) embryos to the cold,fetched,MEDIUM,ee85d99e551dd2ea
AW-000640,Xu Renio,openalex:80c022e91d4a1d7f,openalex,https://openalex.org/W3153775623,"RENiO<sub>3</sub> Single Crystals (RE = Nd, Sm, Gd, Dy, Y, Ho, Er, Lu) Grown from Molten Salts under 2000 bar of Oxygen Gas Pressure",fetched,HIGH,958cec7e4ba67e3c
AW-000641,Xu Renio,crossref_search:f73c3dd26b572b99,doi_metadata,https://doi.org/10.1016/j.bbabio.2018.09.149,Acclimation of Danio Renio (zebrafish) embryos to the cold,fetched,MEDIUM,ee85d99e551dd2ea
AW-000641,Xu Renio,openalex:80c022e91d4a1d7f,openalex,https://openalex.org/W3153775623,"RENiO<sub>3</sub> Single Crystals (RE = Nd, Sm, Gd, Dy, Y, Ho, Er, Lu) Grown from Molten Salts under 2000 bar of Oxygen Gas Pressure",fetched,HIGH,958cec7e4ba67e3c
AW-000642,Xu Renio,crossref_search:f73c3dd26b572b99,doi_metadata,https://doi.org/10.1016/j.bbabio.2018.09.149,Acclimation of Danio Renio (zebrafish) embryos to the cold,fetched,MEDIUM,ee85d99e551dd2ea
AW-000642,Xu Renio,openalex:80c022e91d4a1d7f,openalex,https://openalex.org/W3153775623,"RENiO<sub>3</sub> Single Crystals (RE = Nd, Sm, Gd, Dy, Y, Ho, Er, Lu) Grown from Molten Salts under 2000 bar of Oxygen Gas Pressure",fetched,HIGH,958cec7e4ba67e3c
AW-000643,Räihä Manilla,crossref_search:872371a4b82f23b1,doi_metadata,https://doi.org/10.1515/9783112680667-016,Manilla,fetched,MEDIUM,77d41f0bd47e4f1e
AW-000644,Catriel Beeri Ronald Fagin John H. Howard,openalex:ce4e234371807db6,openalex,https://openalex.org/W2125223317,A complete axiomatization for functional and multivalued dependencies in database relations,fetched,HIGH,c23a1fb3aa73178d
AW-000645,FCFS,crossref_search:8bbe3e2c7a8c7f05,doi_metadata,https://doi.org/10.1007/springerreference_5534,FCFS,fetched,MEDIUM,ba1f7e4770d064bb
AW-000645,FCFS,openalex:1163377e63e87ca1,openalex,https://openalex.org/W1991339167,Tracer Characteristics of Brilliant Blue FCF,fetched,HIGH,c4a1c97b2a9ed67f
AW-000647,SCAN,crossref_search:7a1580c49e45935d,doi_metadata,https://doi.org/10.1097/01.bmsas.0000936496.84008.23,Scan Monitor/Scan Wristwatch,fetched,MEDIUM,c5971162354addef
AW-000647,SCAN,openalex:30afd9d49140b9da,openalex,https://openalex.org/W2061464631,Two-Photon Laser Scanning Fluorescence Microscopy,fetched,HIGH,ea36a1700c3187a7
AW-000648,LOOK,crossref_search:226e0758bf81c80f,doi_metadata,https://doi.org/10.1353/bcc.2006.0292,Look! Look! Look! (review),fetched,MEDIUM,a528572f11406c55
AW-000648,LOOK,openalex:339b8589598425a9,openalex,https://openalex.org/W2142635246,A new look at the statistical model identification,fetched,HIGH,396450a0482004e8
AW-000649,C-SCAN,crossref_search:7096a262e5d38a9f,doi_metadata,https://doi.org/10.1097/01.bmsas.0000936496.84008.23,Scan Monitor/Scan Wristwatch,fetched,MEDIUM,40b9f6fc4758b085
AW-000649,C-SCAN,openalex:87dd34c1cb422317,openalex,https://openalex.org/W2616823122,Explaining the Obesity Paradox: The Association between Body Composition and Colorectal Cancer Survival (C-SCANS Study),fetched,HIGH,dad083415e1fb140
AW-000650,C-LOOK,crossref_search:867c13932ffa0d86,doi_metadata,https://doi.org/10.1353/bcc.2006.0292,Look! Look! Look! (review),fetched,MEDIUM,52bc70a494ff6ce3
AW-000650,C-LOOK,openalex:2423ee785ba39dd1,openalex,https://openalex.org/W2530409471,Job demands–resources theory: Taking stock and looking forward.,fetched,HIGH,993b37543263c0c4
AW-000665,A-Priori algorithm,skipped:438b9752c6e34e3d,original_source,http://www.vldb.org/conf/1994/P487.PDF,public PDF body was not downloaded,skipped,LOW,da3b398ca2d6cde7
AW-000665,A-Priori algorithm,crossref_search:0428fa706c301e0b,doi_metadata,https://doi.org/10.1109/iciic.2010.64,Advanced Version of A Priori Algorithm,fetched,MEDIUM,ba4664003fdba5b3
AW-000665,A-Priori algorithm,openalex:7c88791e04326f66,openalex,https://openalex.org/W2100483895,The Lack of A Priori Distinctions Between Learning Algorithms,fetched,HIGH,0dc876007ea1bac2
AW-000666,The Algorithm of Park Chen and Yu (PCY),openalex:b216ac56222c2cec,openalex,https://openalex.org/W4248966671,An effective hash-based algorithm for mining association rules,fetched,HIGH,70a8723c0414afde
AW-000667,The Multistage Algorithm,crossref_search:6fdba41f7612b85a,doi_metadata,https://doi.org/10.1049/el:19920401,New multistage decoding algorithm,fetched,MEDIUM,f2d606aa859bb6f4
AW-000667,The Multistage Algorithm,openalex:6f6a816977992839,openalex,https://openalex.org/W4312801625,A Multistage Algorithm for Solving Multiobjective Optimization Problems With Multiconstraints,fetched,HIGH,adf794589bd16762
AW-000668,The Multihash Algorithm,crossref_search:b96e10c411a5d39f,doi_metadata,https://doi.org/10.1109/etncc66224.2025.11299661,From Capture to Court in Crime Scene Investigations: A Blockchain-Based Tamper-Proof File Sharing System Utilizing IPFS Multihash,fetched,MEDIUM,6138514d60b3ff47
AW-000670,Discrete Cosine Transform,source:7a40083403185230,publisher_abstract,https://doi.org/10.1109%2FT-C.1974.223784,https://doi.org/10.1109%2FT-C.1974.223784,fetched,HIGH,f2a95d649c083936
AW-000670,Discrete Cosine Transform,openalex:0bf1c21cabbea8b9,openalex,https://openalex.org/W2031614119,Discrete Cosine Transform,fetched,HIGH,cec62d673b51f895
AW-000671,Maneva and M. J. Wainwright,source:b5f9b31abd11f8ec,publisher_abstract,https://ieeexplore.ieee.org/document/1523592,https://ieeexplore.ieee.org/document/1523592,fetched,HIGH,793217bef2104052
AW-000671,Maneva and M. J. Wainwright,crossref_search:88e6784878cb4ed2,doi_metadata,https://doi.org/10.1093/benz/9780199773787.article.b00193616,"Wainwright, Barry",fetched,MEDIUM,cf6f4cd2c2f4b9a7
AW-000672,Ciliberti Mézard,crossref_search:038803f355c8bc9b,doi_metadata,https://doi.org/10.4095/114857,"Lac Mézard, Québec",fetched,MEDIUM,f52b16f40e812c37
AW-000672,Ciliberti Mézard,failed:a5bb9680ef04deac,arxiv_abstract,https://arxiv.org/abs/cond-mat/0504509,HTTP Error 429: Unknown Error,failed,LOW,a1b857ed821e70a6
AW-000672,Ciliberti Mézard,openalex:2fff9160f805b714,openalex,https://openalex.org/W3121128348,Belief Propagation Algorithm for Portfolio Optimization Problems,fetched,HIGH,5470466579615ea1
AW-000674,Matsunaga Yamamoto,source:5f911aa36b07ecbc,publisher_abstract,https://doi.org/10.1109/TIT.2003.815805,https://doi.org/10.1109/TIT.2003.815805,fetched,HIGH,8dd1864238e86cba
AW-000674,Matsunaga Yamamoto,openalex:151d6db354981111,openalex,https://openalex.org/W2160567110,A coding theorem for lossy data compression by LDPC codes,fetched,HIGH,e50fa5673eceeefc
AW-000675,Sun M. Shao J. Chen K. Wong and X. Wu,source:84462273895601ac,publisher_abstract,https://ieeexplore.ieee.org/document/5474629/,https://ieeexplore.ieee.org/document/5474629/,fetched,HIGH,ac54c6d18a9c4677
AW-000675,Sun M. Shao J. Chen K. Wong and X. Wu,crossref_search:4837b00df779a694,doi_metadata,https://doi.org/10.18216/yuhak.2013.28..004,On Jolsujae's Studies of Shao-Wong,fetched,MEDIUM,ca5221d189896cf3
AW-000675,Sun M. Shao J. Chen K. Wong and X. Wu,openalex:e6c30545d2998938,openalex,https://openalex.org/W2766993325,"Search for High-energy Neutrinos from Binary Neutron Star Merger GW170817 with ANTARES, IceCube, and the Pierre Auger Observatory",fetched,HIGH,355bfc0fed339ae1
AW-000676,Miyake 2006,crossref_search:1c53ed9973ace512,doi_metadata,https://doi.org/10.1515/9780520973152-012,"Transition: From My Journal—Learning and Playing “Miyake,” May 8, 2006",fetched,MEDIUM,fef512abcc3d8bec
AW-000676,Miyake 2006,openalex:f5c376c03ab9069e,openalex,https://openalex.org/W2118607666,Sensorimotor synchronization: A review of recent research (2006–2012),fetched,HIGH,e064348036740998
AW-000678,Jalali and T. Weissman,skipped:f5d9035ecf8b4d76,original_source,https://web.stanford.edu/~tsachy/pdf_files/Lossy%20Source%20Coding%20via%20Markov%20Chain%20Monte%20Carlo.pdf,public PDF body was not downloaded,skipped,LOW,f5f94c5d83fa002f
AW-000678,Jalali and T. Weissman,crossref_search:2797e0cab3d5e337,doi_metadata,https://doi.org/10.1163/1570-6664_iyb_sim_person_56940,"Jalali, Shakir",fetched,MEDIUM,fd586dce99c1440c
AW-000678,Jalali and T. Weissman,openalex:f121797224bd9dff,openalex,https://openalex.org/W4408283632,From concept to cure: The evolution of CAR-T cell therapy,fetched,HIGH,41fa2830ca4e43f5
AW-000679,Jalali A. Montanari and T. Weissman,skipped:75e16dd8cac0f614,original_source,https://authors.library.caltech.edu/17983/1/Jalali2010p7459Ieee_T_Inform_Theory.pdf,public PDF body was not downloaded,skipped,LOW,e6bb9095e04d18a0
AW-000679,Jalali A. Montanari and T. Weissman,crossref_search:bae5035632c583c0,doi_metadata,https://doi.org/10.1163/1570-6664_iyb_sim_person_56940,"Jalali, Shakir",fetched,MEDIUM,a802ad89fb340b9e
AW-000679,Jalali A. Montanari and T. Weissman,openalex:daa05f2c44ad2998,openalex,https://openalex.org/W2586845858,Statistical Physics and Information Theory Perspectives on Linear Inverse Problems,fetched,HIGH,d782f28fcf7714db
AW-000679,Jalali A. Montanari and T. Weissman,semantic_scholar:47f9a9458e31c9f7,semantic_scholar,https://www.semanticscholar.org/paper/02f47bd1ec5ec7dfa32e50012bfb18c0d16bfdfd,Adherence 1003 The Other Half: Integrating Qualitative Analyses across Three Cohorts of Black and Latino Persons Living with HIV who Are Not HIV Virally Suppressed,fetched,MEDIUM,ea8967e825c9b9ca
AW-000680,Korada and R. Urbanke,crossref_search:2837f579147296b2,doi_metadata,https://doi.org/10.3790/hpb.69.3-4.451,"Axel Urbanke/Dr. Hermann Türk: Als Sanitätsoffizier im Rußlandfeldzug. Mit der 3. Panzerdivision bis vor Moskaus Tore, Fotographiert von Soldaten.",fetched,MEDIUM,feb9554bbe0fbc18
AW-000680,Korada and R. Urbanke,failed:133d4d7cd15c8807,arxiv_abstract,https://arxiv.org/abs/0903.0307,HTTP Error 429: Unknown Error,failed,LOW,272e8b10ed0084fa
AW-000681,Schubert's algorithm/Kronecker's method,crossref_search:12717352de499463,doi_metadata,https://doi.org/10.14495/jsiaml.1.60,Algorithm for computing Kronecker basis,fetched,MEDIUM,5b5daaa4fef3520f
AW-000681,Schubert's algorithm/Kronecker's method,openalex:afb3eba7575ac97c,openalex,https://openalex.org/W2292155398,Antenna Array Design in MIMO Radar Using NSK Polynomial Factorization Algorithm,fetched,HIGH,b3d84269b12c3217
AW-000682,Berlekamp–Massey algorithm,source:323cc139c308246f,publisher_abstract,https://ieeexplore.ieee.org/document/1054260,https://ieeexplore.ieee.org/document/1054260,fetched,HIGH,6783fcf64dc7a58b
AW-000682,Berlekamp–Massey algorithm,crossref_search:df5b565d41fe6f81,doi_metadata,https://doi.org/10.1007/978-3-030-71522-9_335,Berlekamp–Massey Algorithm,fetched,MEDIUM,b20a583c68105e72
AW-000683,Gale–Shapley algorithm,skipped:82e7c8628ccdaeea,original_source,http://www.eecs.harvard.edu/cs286r/courses/fall09/papers/galeshapley.pdf,public PDF body was not downloaded,skipped,LOW,3c9b9b91843ba66a
AW-000683,Gale–Shapley algorithm,crossref_search:5a8ca1b271e3ff28,doi_metadata,https://doi.org/10.1007/978-981-96-6661-4_20,Gale-Shapley Algorithm Revisited: Semistability,fetched,MEDIUM,9ff82962208c1718
AW-000684,Irving's Algorithm,skipped:405c5a639a93cd99,original_source,http://www.dcs.gla.ac.uk/~pat/jchoco/roommates/papers/Comp_sdarticle.pdf,public PDF body was not downloaded,skipped,LOW,9f5191154767203d
AW-000684,Irving's Algorithm,crossref_search:3a17937301018312,doi_metadata,https://doi.org/10.2307/j.ctv2r4kwzk.49,IRVING,fetched,MEDIUM,a9317ad7a246045e
AW-000684,Irving's Algorithm,openalex:017a481710071f2b,openalex,https://openalex.org/W2015602482,On a generalization of the stable roommates problem,fetched,HIGH,eec312efe877a2ba
AW-000685,Manlove Malley,skipped:b25e65511b453bee,original_source,http://www.dcs.gla.ac.uk/~davidm/pubs/7981.pdf,public PDF body was not downloaded,skipped,LOW,8d770360626efbfd
AW-000685,Manlove Malley,crossref_search:e4f2f12679c68d03,doi_metadata,https://doi.org/10.1093/nq/cxcvi.jun09.259e,Malley,fetched,MEDIUM,9bfadb0036801b61
AW-000685,Manlove Malley,openalex:72dd499633b8210b,openalex,https://openalex.org/W2413930874,Position-Indexed Formulations for Kidney Exchange,fetched,HIGH,45b1e9e8df074236
AW-000686,Unsworth C. Prosser P,skipped:2f18028035827d1f,original_source,http://www.dcs.gla.ac.uk/~pat/roommates/distribution/papers/SM2N.pdf,public PDF body was not downloaded,skipped,LOW,36eaf46c0f7bec5e
AW-000686,Unsworth C. Prosser P,crossref_search:ab5522e68f422b19,doi_metadata,https://doi.org/10.12987/9780300275025-017,Barry Unsworth,fetched,MEDIUM,e1186c558af5ec5c
AW-000686,Unsworth C. Prosser P,openalex:48e946f6d7d37f4b,openalex,https://openalex.org/W1981503260,A Classification of Genre Families in University Student Writing,fetched,HIGH,05ee65df551e0265
AW-000687,Gent I.P. Irving R.W. Manlove D.F. Prosser P. Smith B.M.,source:123b388d774b8702,publisher_abstract,https://link.springer.com/chapter/10.1007/3-540-45578-7_16,A Constraint Programming Approach to the Stable Marriage Problem | Springer Nature Link,fetched,HIGH,4ae75eb24ecbd47a
AW-000687,Gent I.P. Irving R.W. Manlove D.F. Prosser P. Smith B.M.,openalex:da9cfa74cc36d352,openalex,https://openalex.org/W2081049259,A Constraint Programming Approach to the Stable Marriage Problem,fetched,HIGH,3af7c8f74171a870
AW-000687,Gent I.P. Irving R.W. Manlove D.F. Prosser P. Smith B.M.,semantic_scholar:0de39a633a0142c6,semantic_scholar,https://www.semanticscholar.org/paper/83462e17de31bb51b80351fa97dd4e77a86e8257,A Constraint Programming Approach to the Stable Marriage Problem,fetched,MEDIUM,1c913e6e870a09ab
AW-000688,Patrick Posser,source:85328274211e39bf,publisher_abstract,https://link.springer.com/chapter/10.1007%2F978-3-319-07046-9_2,Stable Roommates and Constraint Programming | Springer Nature Link,fetched,HIGH,e1316cd0f4a5cf68
AW-000688,Patrick Posser,openalex:8eba1f88b153749a,openalex,https://openalex.org/W1834465544,Stable Roommates and Constraint Programming,fetched,HIGH,3c3cff8e8c2b9672
AW-000688,Patrick Posser,semantic_scholar:87df3bbe6c6bc91f,semantic_scholar,https://www.semanticscholar.org/paper/06a7a8a9e97183e7b4bb4603eaaea3580f4cd59a,Stable Roommates and Constraint Programming,fetched,MEDIUM,eeda70fda41d503c
AW-000689,S. S. TSENG and R. C. T. LEE,skipped:2080710f678d7ef4,original_source,https://link.springer.com/content/pdf/10.1007/BF02136029.pdf,public PDF body was not downloaded,skipped,LOW,6d9b2b9b0f2cfd59
AW-000690,"Tomas Feder, Nimrod Megiddoy, Serge A Plotki",skipped:a0998e5ed3dd7724,original_source,http://theory.stanford.edu/~megiddo/pdf/soda94.pdf,public PDF body was not downloaded,skipped,LOW,c5c3b63576cd4db7
AW-000690,"Tomas Feder, Nimrod Megiddoy, Serge A Plotki",crossref_search:0776520fb3956111,doi_metadata,https://doi.org/10.1163/2589-7802_dddo_nimrod,Nimrod,fetched,MEDIUM,212488d1d0e7d777
AW-000701,Fellegi & Sunter Model,skipped:72fb7582481741db,original_source,https://courses.cs.washington.edu/courses/cse590q/04au/papers/Felligi69.pdf,public PDF body was not downloaded,skipped,LOW,dd0316c424fc3456
AW-000701,Fellegi & Sunter Model,crossref_search:3d94f45a87ddd66d,doi_metadata,https://doi.org/10.1007/0-387-69505-2_9,Estimating the Parameters of the Fellegi–Sunter Record Linkage Model,fetched,MEDIUM,0a77f124941a19fd
AW-000703,Chen Ensembles of classifiers,crossref_search:c3caeee5dedf2296,doi_metadata,https://doi.org/10.1201/ebk1439826119-c10,Ensembles of Classifiers,fetched,MEDIUM,2260481e935c46eb
AW-000704,EM Based Winkler,skipped:7cc5ab8fd0722f28,original_source,https://courses.cs.washington.edu/courses/cse590q/04au/papers/WinklerEM.pdf,public PDF body was not downloaded,skipped,LOW,a0c37ec42cc6c792
AW-000704,EM Based Winkler,crossref_search:939f72577433967d,doi_metadata,https://doi.org/10.24894/sprengglossarium_w07792,Winkler,fetched,MEDIUM,c673365cbe47362b
AW-000714,Demand-Driven Register Allocation,openalex:cc85fffdb8687a76,openalex,https://openalex.org/W2072929215,Demand-driven register allocation,fetched,HIGH,9b2d4a98604149c8
AW-000718,Kleitman–Wang Algorithm,crossref_search:48e4a6aa7121d3ee,doi_metadata,https://doi.org/10.1201/b10650-17,Daniel J. Kleitman,fetched,MEDIUM,714f114ff4ec49b7
AW-000718,Kleitman–Wang Algorithm,openalex:0dfb1384c65700ba,openalex,https://openalex.org/W2110155683,Gene identification in novel eukaryotic genomes by self-training algorithm,fetched,HIGH,0b40ac29f6d9d5e5
AW-000718,Kleitman–Wang Algorithm,wikidata:b6df57611630607e,wikidata,http://www.wikidata.org/entity/Q18343454,Kleitman–Wang algorithms,fetched,MEDIUM,6a5a4a8cefac6fce
AW-000723,BST Algorithm,crossref_search:30b6e98819f524df,doi_metadata,https://doi.org/10.24297/ijmit.v4i1.4636,BST Algorithm for Duplicate Elimination in Data Warehouse,fetched,MEDIUM,b5f03b2b8e885ab6
AW-000723,BST Algorithm,openalex:78021020d4237cbc,openalex,https://openalex.org/W2152254315,BST Algorithm for Duplicate Elimination in Data Warehouse,fetched,HIGH,2eb5296e7023ded0
AW-000723,BST Algorithm,wikidata:f274eefcfa5b25f8,wikidata,http://www.wikidata.org/entity/Q128374286,BST Algorithm for Duplicate Elimination in Data Warehouse,fetched,MEDIUM,e94a39d1a7c088bb
AW-000735,FLOATER 1997,skipped:6c8c565e546eac68,original_source,http://www.cs.jhu.edu/~misha/Fall09/Floater97.pdf,public PDF body was not downloaded,skipped,LOW,727d2efed305d329
AW-000735,FLOATER 1997,crossref_search:0490044db052921b,doi_metadata,https://doi.org/10.1002/9781118949108.ch18,PAC‐Floater‐Inverse Floater REMIC,fetched,MEDIUM,86df4b534845459d
AW-000735,FLOATER 1997,openalex:1e6d3af460b5262c,openalex,https://openalex.org/W3123153611,Asset Float and Speculative Bubbles,fetched,HIGH,26053e8ae4b753da
AW-000736,PINKALL U. POLTHIER K 1993,skipped:c2351577d58a249f,original_source,http://www.cs.jhu.edu/~misha/Fall09/Pinkall93.pdf,public PDF body was not downloaded,skipped,LOW,338e90a0983ccda9
AW-000736,PINKALL U. POLTHIER K 1993,crossref_search:da5c1b7f4e679e76,doi_metadata,https://doi.org/10.1016/0040-9383(92)90050-r,A counterexample to a conjecture of U. Pinkall,fetched,MEDIUM,8c4c7a04e751a192
AW-000736,PINKALL U. POLTHIER K 1993,openalex:974b4766d4e0ff72,openalex,https://openalex.org/W2000214666,Implicit fairing of irregular meshes using diffusion and curvature flow,fetched,HIGH,0d4d76a2e47c3be3
AW-000737,FLOATER 2003,skipped:c5206b7d511deb2c,original_source,https://www.ams.org/journals/mcom/2003-72-242/S0025-5718-02-01466-7/S0025-5718-02-01466-7.pdf,public PDF body was not downloaded,skipped,LOW,a207655b73db16c5
AW-000737,FLOATER 2003,crossref_search:9d5ba81c8dc3b933,doi_metadata,https://doi.org/10.1002/9781118949108.ch18,PAC‐Floater‐Inverse Floater REMIC,fetched,MEDIUM,8f3592fc3cecca10
AW-000737,FLOATER 2003,openalex:e2f1de6dc56d20ee,openalex,https://openalex.org/W2052552410,"Formation and Subduction of Central Mode Water Based on Profiling Float Data, 2003–08",fetched,HIGH,a9401a6cc9e8a52b
AW-000738,LEE Y. KIM H. S. LEE S 2002,crossref_search:69b71a37fdc30955,doi_metadata,https://doi.org/10.1093/benz/9780199773787.article.b00106456,"Lee, Kim",fetched,MEDIUM,6eaec8235acce4d1
AW-000742,HORMANN K. GREINER G 1999,skipped:71bdfd2076f639ab,original_source,https://www.inf.usi.ch/hormann/papers/Hormann.2000.MAE.pdf,public PDF body was not downloaded,skipped,LOW,e7a9ea0f7b701893
AW-000742,HORMANN K. GREINER G 1999,crossref_search:8d68e0dfb034a97a,doi_metadata,https://doi.org/10.3390/a18030147,Parallel CUDA-Based Optimization of the Intersection Calculation Process in the Greiner–Hormann Algorithm,fetched,MEDIUM,d71cab9ee28e1887
AW-000742,HORMANN K. GREINER G 1999,openalex:a38e37ad582ee1d7,openalex,https://openalex.org/W4283381496,The 5th edition of the World Health Organization Classification of Haematolymphoid Tumours: Lymphoid Neoplasms,fetched,HIGH,2bb07580a681a441
AW-000745,ZAYER R. LÉVY B. SEIDEL H.-P. 2007,openalex:80ee7598e5a23454,openalex,https://openalex.org/W1587364410,Linear angle based parameterization,fetched,HIGH,b9ec4514a7521222
AW-000747,YAN J. Q. YANG X. SHI P. F 2006,crossref_search:9ec57006840b3416,doi_metadata,https://doi.org/10.4324/9781003405993-7,Shi yan,fetched,MEDIUM,4cece62602a0c1b3
AW-000747,YAN J. Q. YANG X. SHI P. F 2006,openalex:48a3277b4c8d695e,openalex,https://openalex.org/W3010443092,AMPK and TOR: The Yin and Yang of Cellular Nutrient Sensing and Growth Control,fetched,HIGH,84c54d0abe66e767
AW-000748,ZAYER R. ROESSL C. SEIDEL H.-P 2005,skipped:e42699dc717dedff,original_source,https://citeseerx.ist.psu.edu/pdf/46aec5037f2466642e1bde1e724865bf5424d438,public PDF body was not downloaded,skipped,LOW,5b85ae0b35b7809f
AW-000748,ZAYER R. ROESSL C. SEIDEL H.-P 2005,crossref_search:26ddbdbab1f542bc,doi_metadata,https://doi.org/10.30820/9783837979862-142,"Verschmerzen. Almut Seidel, Hrsg. (2005)",fetched,MEDIUM,89799a75a513b767
AW-000748,ZAYER R. ROESSL C. SEIDEL H.-P 2005,openalex:2d6fc0c18955b4da,openalex,https://openalex.org/W1485776690,Photometric calibration of high dynamic range cameras,fetched,HIGH,3460e1910a6d752b
AW-000749,YOSHIZAWA S. BELYAEV A. G. SEIDEL H.-P 2004,skipped:d05b000d6672de41,original_source,https://www.researchgate.net/profile/Alexander_Belyaev5/publication/47861414_A_fast_and_simple_stretch-minimizing_mesh_parameterization/links/5b962a6292851c78c40c0c3f/A-fast-and-simple-stretch-minimizing-mesh-parameterization.pdf,public PDF body was not downloaded,skipped,LOW,a2b32d59d019e666
AW-000749,YOSHIZAWA S. BELYAEV A. G. SEIDEL H.-P 2004,crossref_search:7aec9b965e7055de,doi_metadata,https://doi.org/10.1215/9780822388586-046,Yoshizawa,fetched,MEDIUM,a4e0c8cdaa102be7
AW-000749,YOSHIZAWA S. BELYAEV A. G. SEIDEL H.-P 2004,openalex:54dd2ea2950e682e,openalex,https://openalex.org/W2114544510,YAGO: A Large Ontology from Wikipedia and WordNet,fetched,HIGH,aa72b13d66f456e3
AW-000751,YANG Y. KIM J. LUO F. HU S. GU X. 2008,crossref_search:521943f9dda83c09,doi_metadata,https://doi.org/10.1093/benz/9780199773787.article.b00081409,Gu Luo,fetched,MEDIUM,3a62de7a2f27de3f
AW-000752,BEN-CHEN M. GOTSMAN C. BUNIN G. 2008,source:d34e418543ec4ad2,publisher_abstract,https://ieeexplore.ieee.org/document/4479457,https://ieeexplore.ieee.org/document/4479457,fetched,HIGH,38cb100f68eb1bfc
AW-000752,BEN-CHEN M. GOTSMAN C. BUNIN G. 2008,crossref_search:650943425a37cefe,doi_metadata,https://doi.org/10.1109/mcs.2013.2269749,Ben M. Chen [People in Control],fetched,MEDIUM,5d55550867246976
