algorithm_id,algorithm_name,public_context_path,metadata_context_path,evidence_path,domain,input_model,access_model,output_contract,time_complexity,space_complexity,confidence_score,source_count,source_quality,card_digest,third_pass_rule,saturation_status
AW-000707,Ananthakrishna,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000707.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000707.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000707.context.evidence.yaml,image_processing,explicit_image_processing_problem,random_access_string,full_solution,O(n^2 k),O(n),100,4,HIGH,63a3727292d6c887,image_feature_detection,RECOVERED_CONTEXT
AW-000718,Kleitman–Wang Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000718.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000718.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000718.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n),O(n),100,6,HIGH,a3121cb82c38c34c,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000736,PINKALL U. POLTHIER K 1993,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000736.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000736.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000736.context.evidence.yaml,image_processing,explicit_image_processing_problem,explicit_input_instance,full_solution,O(n^2),not stated,100,5,HIGH,3cb6ddb64044d2c9,third_pass_reuse_image_feature_detection,RECOVERED_CONTEXT
AW-000737,FLOATER 2003,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000737.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000737.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000737.context.evidence.yaml,image_processing,explicit_image_processing_problem,explicit_input_instance,full_solution,O(n^2),not stated,100,5,HIGH,1839b546801da4b6,third_pass_reuse_image_feature_detection,RECOVERED_CONTEXT
AW-000738,LEE Y. KIM H. S. LEE S 2002,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000738.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000738.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000738.context.evidence.yaml,data_structures,explicit_data_structure_problem,random_access_string,data_structure_output,O(n \log^3 n),not stated,100,4,HIGH,65b29efe30b2b5dd,third_pass_reuse_data_structure,RECOVERED_CONTEXT
AW-000748,ZAYER R. ROESSL C. SEIDEL H.-P 2005,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000748.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000748.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000748.context.evidence.yaml,image_processing,explicit_image_processing_problem,explicit_input_instance,full_solution,O(n \log n),not stated,100,5,HIGH,83024e6625a63c6f,third_pass_reuse_rendering_shading,RECOVERED_CONTEXT
AW-000751,YANG Y. KIM J. LUO F. HU S. GU X. 2008,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000751.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000751.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000751.context.evidence.yaml,data_structures,explicit_data_structure_problem,random_access_string,data_structure_output,O(n \log \log n),not stated,100,3,HIGH,d0481dcf29623f78,third_pass_reuse_data_structure,RECOVERED_CONTEXT
AW-000766,Stratonovich,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000766.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000766.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000766.context.evidence.yaml,numerical_analysis,explicit_numerical_problem,random_access_string,estimate,O(n^3),not stated,100,4,HIGH,a9fd89c7c61293f2,kalman_state_estimation,RECOVERED_CONTEXT
AW-000767,Stratonovich,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000767.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000767.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000767.context.evidence.yaml,numerical_analysis,explicit_numerical_problem,random_access_string,estimate,O(n^3),not stated,100,4,HIGH,a9fd89c7c61293f2,kalman_state_estimation,RECOVERED_CONTEXT
AW-000784,The INDEGREE Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000784.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000784.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000784.context.evidence.yaml,numerical_analysis,explicit_numerical_problem,random_access_string,estimate,O(mn),O(n),100,4,HIGH,f270ac1d6755f9f4,kalman_state_estimation,RECOVERED_CONTEXT
AW-000823,Trial Multiplication,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000823.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000823.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000823.context.evidence.yaml,combinatorics,explicit_combinatorial_problem,explicit_input_instance,full_solution,O(2^n),O(1),100,3,HIGH,a92ee5e57be6199d,third_pass_reuse_integer_factorization,RECOVERED_CONTEXT
AW-000825,Function Field Sieve (FFS),corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000825.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000825.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000825.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,"O(\exp((1+o(1))(32n/9)^{1/3}(\log n)^{2/3})), under assumption about numbers in a sequence behaving randomly in a given range",O(n^{2/3}),100,4,HIGH,ea1e6b81f35fdd9e,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000847,Recursion based,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000847.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000847.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000847.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(2^n),O(n \log n),100,5,HIGH,9fbaf2c1efd92b16,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000848,Non-recursion based,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000848.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000848.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000848.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(2^n),O(n),100,4,HIGH,606899b50b98d229,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000860,Shamir's scheme,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000860.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000860.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000860.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(t^2),"O(1) per person, O(t^2) to figure out secret",100,3,HIGH,8aa28c339e6c4506,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000879,Brute force algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000879.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000879.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000879.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(2^n),O(n),100,4,HIGH,b34362299fa188ad,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000883,Fixed priority shortest job first,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000883.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000883.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000883.context.evidence.yaml,dynamic_programming,explicit_dynamic_programming_problem,offline_batch_queries,path_or_tree,O(n \log n),O(n+k),100,3,HIGH,343278db01a032f3,decision_process_planning,RECOVERED_CONTEXT
AW-000892,"First-in, first-out",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000892.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000892.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000892.context.evidence.yaml,data_structures,explicit_data_structure_problem,random_access_string,data_structure_output,O(nk),O(k),100,3,HIGH,1029892f6b028ce4,third_pass_reuse_data_structure,RECOVERED_CONTEXT
AW-000898,Aging,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000898.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000898.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000898.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,yes_no_decision,O(nk),O(k),100,4,HIGH,d4065d28827075e7,third_pass_reuse_distributed_mutual_exclusion,RECOVERED_CONTEXT
AW-000903,O'Neil 1973,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000903.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000903.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000903.context.evidence.yaml,data_structures,explicit_data_structure_problem,random_access_string,data_structure_output,O(n^3),not stated,100,4,HIGH,186fa06c29158e7d,third_pass_reuse_data_structure,RECOVERED_CONTEXT
AW-000985,Exhaustive search,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000985.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000985.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000985.context.evidence.yaml,combinatorics,explicit_combinatorial_problem,explicit_input_instance,yes_no_decision,O(d*n^k),O(k) auxiliary,100,5,HIGH,d0048da2a53430ff,third_pass_reuse_n_queens,RECOVERED_CONTEXT
AW-000986,"Abboud, Williams, Yu",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000986.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000986.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000986.context.evidence.yaml,combinatorics,explicit_combinatorial_problem,explicit_input_instance,full_solution,O(n^{(2-1/O(d/log(n)))}),not stated,100,6,HIGH,292a233042ad58c0,williams_p_plus_one_factorization,RECOVERED_CONTEXT
AW-000987,"Reduction to Abboud, Williams, Yu",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000987.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000987.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000987.context.evidence.yaml,combinatorics,explicit_combinatorial_problem,explicit_input_instance,full_solution,O(n^{(k-1/O(d/log(n)))}),not stated,100,6,HIGH,9e0bc4fd2a972850,williams_p_plus_one_factorization,RECOVERED_CONTEXT
AW-000988,"Chan, Williams",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000988.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000988.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000988.context.evidence.yaml,combinatorics,explicit_combinatorial_problem,explicit_input_instance,full_solution,O(n^{(2-1/O(d/log(n)))}),not stated,100,6,HIGH,42bdf5f4aa093a35,williams_p_plus_one_factorization,RECOVERED_CONTEXT
AW-000989,"Reduction to Chan, Williams",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000989.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000989.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000989.context.evidence.yaml,combinatorics,explicit_combinatorial_problem,explicit_input_instance,full_solution,O(n^{(k-1/O(d/log(n)))}),not stated,100,6,HIGH,cbfb49f2cbef8943,williams_p_plus_one_factorization,RECOVERED_CONTEXT
AW-001014,Takaoka,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-001014.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-001014.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001014.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,not stated,not stated,100,6,HIGH,be0d54c824f8adeb,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-001015,Chan,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-001015.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-001015.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001015.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,not stated,not stated,100,5,HIGH,10c1ffbc9d59eb1b,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-001018,"Buhler, Lenstra, Pomerance",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-001018.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-001018.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001018.context.evidence.yaml,combinatorics,explicit_combinatorial_problem,explicit_input_instance,full_solution,not stated,not stated,100,6,HIGH,da4bf943eaf9eb92,third_pass_reuse_integer_factorization,RECOVERED_CONTEXT
AW-001020,Fredman,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-001020.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-001020.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001020.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n^3(log log n/ log n)^{1/3}),not stated,100,5,HIGH,f25d7d3fc4a11202,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-001047,Nassimi and Sahni,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-001047.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-001047.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001047.context.evidence.yaml,image_processing,explicit_image_processing_problem,explicit_input_instance,full_solution,O(n^0.5),not stated,100,5,HIGH,985341aa7d584076,third_pass_reuse_rendering_shading,RECOVERED_CONTEXT
AW-001174,"Tianzhen, Zhou, Xiozhen",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-001174.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-001174.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001174.context.evidence.yaml,image_processing,explicit_image_processing_problem,explicit_input_instance,full_solution,O(1),not stated,100,5,HIGH,5341f33fef42157c,third_pass_reuse_rendering_shading,RECOVERED_CONTEXT
AW-001201,"Olariu, Schwing",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-001201.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-001201.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001201.context.evidence.yaml,data_structures,explicit_data_structure_problem,random_access_string,data_structure_output,O(1),not stated,100,5,HIGH,c4f68585d8c34f82,third_pass_reuse_data_structure,RECOVERED_CONTEXT
AW-001226,Cerin,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-001226.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-001226.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001226.context.evidence.yaml,data_structures,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,not stated,not stated,100,5,HIGH,f61158cbe0830d51,third_pass_reuse_data_structure,RECOVERED_CONTEXT
AW-001257,"Bosakova-Ardenska, Vasilev, Kostadinova-Georgieva",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-001257.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-001257.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001257.context.evidence.yaml,data_structures,explicit_data_structure_problem,random_access_string,data_structure_output,not stated,not stated,100,5,HIGH,fc821be048e41439,third_pass_reuse_data_structure,RECOVERED_CONTEXT
AW-001265,"Kim, Choi, Bae",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-001265.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-001265.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001265.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n/p \log^2(n)),not stated,100,5,HIGH,7747ea5cc4b13a63,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-001351,"Solomonik, Demmel (Classical 2.5D)",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-001351.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-001351.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001351.context.evidence.yaml,data_structures,explicit_data_structure_problem,random_access_string,data_structure_output,O(n^3/p),not stated,100,4,HIGH,c7e9dbf33117dd71,third_pass_reuse_data_structure,RECOVERED_CONTEXT
AW-001355,"Hunold, Rauber, Rünger",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-001355.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-001355.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001355.context.evidence.yaml,data_structures,explicit_data_structure_problem,random_access_string,data_structure_output,O(n^3/p),not stated,100,5,HIGH,71ef6ad5a8f58a57,third_pass_reuse_data_structure,RECOVERED_CONTEXT
AW-001691,Swarztrauber,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-001691.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-001691.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001691.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(\log n),not stated,100,5,HIGH,fbd99e169ca3c930,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-001782,"Zhao Ning, Wang XuBen",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-001782.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-001782.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001782.context.evidence.yaml,data_structures,explicit_data_structure_problem,random_access_string,data_structure_output,not stated,not stated,100,4,HIGH,8588a8b07f95ce86,third_pass_reuse_data_structure,RECOVERED_CONTEXT
AW-001828,"CZ algorithm - Jiancheng, Yiqin, Yu",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-001828.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-001828.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001828.context.evidence.yaml,data_structures,explicit_data_structure_problem,random_access_string,data_structure_output,O(N+\log{M}),not stated,100,6,HIGH,b1c500a983fd9c55,third_pass_reuse_data_structure,RECOVERED_CONTEXT
AW-001877,"Chafik, Daoui",corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-001877.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-001877.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-001877.context.evidence.yaml,data_structures,explicit_data_structure_problem,random_access_string,data_structure_output,not stated,not stated,100,4,HIGH,848f4034de728067,third_pass_reuse_data_structure,RECOVERED_CONTEXT
