algorithm_id,algorithm_name,saturation_status,cycles_completed,source_families_covered_count,new_fact_count,source_count,final_reason,certificate_path
AW-000892,"First-in, first-out",RECOVERED_CONTEXT_AND_PROBE,1,6,17,1,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000892.saturation.yaml
AW-000893,Second-chance,SATURATED_NO_RECOVERY,3,17,17,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000893.saturation.yaml
AW-000894,Clock,SATURATED_NO_RECOVERY,3,17,17,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000894.saturation.yaml
AW-000895,Least recently used,SATURATED_NO_RECOVERY,3,17,18,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000895.saturation.yaml
AW-000896,Random,SATURATED_NO_RECOVERY,3,17,22,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000896.saturation.yaml
AW-000897,Not frequently used (NFU),SATURATED_NO_RECOVERY,3,17,16,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000897.saturation.yaml
AW-000898,Aging,RECOVERED_CONTEXT_AND_PROBE,2,11,17,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000898.saturation.yaml
AW-000899,Longest distance first (LDF) page replacement algorithm,SATURATED_NO_RECOVERY,3,17,21,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000899.saturation.yaml
AW-000900,ARIES,SATURATED_NO_RECOVERY,4,17,28,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000900.saturation.yaml
AW-000901,Output-Sensitive Quantum BMM,SATURATED_NO_RECOVERY,4,17,24,2,The row has partial metadata but still lacks one or more source-backed fields required for a public context card.,source_saturation_certificates\AW-000901.saturation.yaml
AW-000902,,SATURATED_NO_RECOVERY,1,6,18,1,"Source-saturation pass found enough task, input, output, and access semantics for a context card.; missing_algorithm_name",source_saturation_certificates\AW-000902.saturation.yaml
AW-000903,O'Neil 1973,RECOVERED_CONTEXT_AND_PROBE,1,6,13,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000903.saturation.yaml
AW-000907,Chan,SATURATED_NO_RECOVERY,4,17,23,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000907.saturation.yaml
AW-000908,Chan,SATURATED_NO_RECOVERY,4,17,23,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000908.saturation.yaml
AW-000909,Yu,SATURATED_NO_RECOVERY,3,17,15,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000909.saturation.yaml
AW-000939,Davis-Putnam-Logemann-Loveland Algorithm (DPLL),SATURATED_NO_RECOVERY,4,17,31,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000939.saturation.yaml
AW-000940,Conflict-Driven Clause Learning (CDCL),SATURATED_NO_RECOVERY,3,17,17,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000940.saturation.yaml
AW-000943,Quantum Adiabatic Algorithm (QAA),SATURATED_NO_RECOVERY,3,17,30,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000943.saturation.yaml
AW-000944,Lewis 1978,SATURATED_NO_RECOVERY,4,17,24,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000944.saturation.yaml
AW-000945,"Paturi, Pudlák, Saks, Zane (PPSZ) 2005",SATURATED_NO_RECOVERY,4,17,29,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000945.saturation.yaml
AW-000946,Hertli (Modified PPSZ),SATURATED_NO_RECOVERY,4,17,28,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000946.saturation.yaml
AW-000947,Hertli (Modified PPSZ),SATURATED_NO_RECOVERY,4,17,28,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000947.saturation.yaml
AW-000952,Wells,SATURATED_NO_RECOVERY,3,17,19,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000952.saturation.yaml
AW-000953,Langdon,SATURATED_NO_RECOVERY,4,17,29,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000953.saturation.yaml
AW-000955,Ives' algorithm c,SATURATED_NO_RECOVERY,4,17,29,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000955.saturation.yaml
AW-000957,Illinois Algorithm,SATURATED_NO_RECOVERY,4,17,33,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000957.saturation.yaml
AW-000958,Anderson–Björck algorithm,SATURATED_NO_RECOVERY,4,17,30,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000958.saturation.yaml
AW-000959,ITP Method,SATURATED_NO_RECOVERY,4,17,21,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000959.saturation.yaml
AW-000960,Steffensen's method,SATURATED_NO_RECOVERY,4,17,19,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000960.saturation.yaml
AW-000961,Inverse quadratic interpolation,SATURATED_NO_RECOVERY,3,17,20,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000961.saturation.yaml
AW-000962,Brent-Dekker Method,SATURATED_NO_RECOVERY,3,17,22,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000962.saturation.yaml
AW-000975,"Gronlund, Pettie",SATURATED_NO_RECOVERY,3,17,19,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000975.saturation.yaml
AW-000976,"Gronlund, Pettie",SATURATED_NO_RECOVERY,3,17,19,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000976.saturation.yaml
AW-000977,Freund,SATURATED_NO_RECOVERY,4,17,32,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000977.saturation.yaml
AW-000978,Chan,SATURATED_NO_RECOVERY,4,17,28,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-000978.saturation.yaml
AW-000985,Exhaustive search,RECOVERED_CONTEXT_AND_PROBE,2,11,31,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000985.saturation.yaml
AW-000986,"Abboud, Williams, Yu",RECOVERED_CONTEXT_AND_PROBE,1,6,23,1,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000986.saturation.yaml
AW-000987,"Reduction to Abboud, Williams, Yu",RECOVERED_CONTEXT_AND_PROBE,1,6,23,1,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000987.saturation.yaml
AW-000988,"Chan, Williams",RECOVERED_CONTEXT_AND_PROBE,1,6,22,1,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000988.saturation.yaml
AW-000989,"Reduction to Chan, Williams",RECOVERED_CONTEXT_AND_PROBE,1,6,22,1,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-000989.saturation.yaml
AW-001010,Grahne and Räihä,SATURATED_NO_RECOVERY,3,17,18,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001010.saturation.yaml
AW-001011,Lien,SATURATED_NO_RECOVERY,4,17,28,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001011.saturation.yaml
AW-001012,Sciore,SATURATED_NO_RECOVERY,4,17,26,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001012.saturation.yaml
AW-001013,Fagin,SATURATED_NO_RECOVERY,4,17,31,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001013.saturation.yaml
AW-001014,Takaoka,RECOVERED_CONTEXT_AND_PROBE,1,6,21,1,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-001014.saturation.yaml
AW-001015,Chan,RECOVERED_CONTEXT_AND_PROBE,1,6,19,1,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-001015.saturation.yaml
AW-001016,"Fischer, Heun",SATURATED_NO_RECOVERY,3,17,14,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001016.saturation.yaml
AW-001017,"Nuutila, Soisalon-Soininen",SATURATED_NO_RECOVERY,3,17,10,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001017.saturation.yaml
AW-001018,"Buhler, Lenstra, Pomerance",RECOVERED_CONTEXT_AND_PROBE,1,6,21,1,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-001018.saturation.yaml
AW-001019,"Pomerance, Wagstaff",SATURATED_NO_RECOVERY,3,17,10,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001019.saturation.yaml
AW-001020,Fredman,RECOVERED_CONTEXT_AND_PROBE,1,6,20,1,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-001020.saturation.yaml
AW-001021,Takaoka,SATURATED_NO_RECOVERY,3,17,14,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001021.saturation.yaml
AW-001023,Chan,SATURATED_NO_RECOVERY,3,17,11,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001023.saturation.yaml
AW-001024,"Galil, Margalit",SATURATED_NO_RECOVERY,3,17,12,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001024.saturation.yaml
AW-001025,"Kose, Weckwerth, Linke, Fiehn",SATURATED_NO_RECOVERY,3,17,12,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001025.saturation.yaml
AW-001026,Mongelli et. al.,SATURATED_NO_RECOVERY,3,17,10,3,The row has partial metadata but still lacks one or more source-backed fields required for a public context card.,source_saturation_certificates\AW-001026.saturation.yaml
AW-001040,Preperata (1),SATURATED_NO_RECOVERY,3,17,19,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001040.saturation.yaml
AW-001041,Preperata (2),SATURATED_NO_RECOVERY,3,17,19,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001041.saturation.yaml
AW-001047,Nassimi and Sahni,RECOVERED_CONTEXT_AND_PROBE,1,6,20,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-001047.saturation.yaml
AW-001064,Akl,SATURATED_NO_RECOVERY,4,17,32,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001064.saturation.yaml
AW-001099,"Saxena, Bhatt, Prasad",SATURATED_NO_RECOVERY,3,17,19,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001099.saturation.yaml
AW-001131,"Dey, Srimani",SATURATED_NO_RECOVERY,3,17,17,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001131.saturation.yaml
AW-001136,Tang,SATURATED_NO_RECOVERY,3,17,13,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001136.saturation.yaml
AW-001174,"Tianzhen, Zhou, Xiozhen",RECOVERED_CONTEXT_AND_PROBE,1,6,18,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-001174.saturation.yaml
AW-001201,"Olariu, Schwing",RECOVERED_CONTEXT_AND_PROBE,1,6,17,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-001201.saturation.yaml
AW-001226,Cerin,RECOVERED_CONTEXT_AND_PROBE,1,6,17,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-001226.saturation.yaml
AW-001246,"Siebert, Wolf",SATURATED_NO_RECOVERY,4,17,31,4,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001246.saturation.yaml
AW-001257,"Bosakova-Ardenska, Vasilev, Kostadinova-Georgieva",RECOVERED_CONTEXT_AND_PROBE,1,6,16,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-001257.saturation.yaml
AW-001260,"SPMS - Cole, Ramachandran",SATURATED_NO_RECOVERY,4,17,29,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001260.saturation.yaml
AW-001265,"Kim, Choi, Bae",RECOVERED_CONTEXT_AND_PROBE,1,6,20,1,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-001265.saturation.yaml
AW-001282,"2mm - Mubarak, Iqbal, Naeem, Hussain",SATURATED_NO_RECOVERY,3,17,12,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001282.saturation.yaml
AW-001290,Akl,SATURATED_NO_RECOVERY,3,17,19,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001290.saturation.yaml
AW-001312,"Galper, Brutlag (synchronous Row Wavefront approach) (1)",SATURATED_NO_RECOVERY,3,17,14,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001312.saturation.yaml
AW-001313,"Galper, Brutlag (asynchronous Row Wavefront approach) (also asynch DWF) (2)",SATURATED_NO_RECOVERY,3,17,14,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001313.saturation.yaml
AW-001314,"Galper, Brutlag (synchronous Diagonal Wavefront approach) (3)",SATURATED_NO_RECOVERY,3,17,14,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001314.saturation.yaml
AW-001316,Tiskin,SATURATED_NO_RECOVERY,3,17,16,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001316.saturation.yaml
AW-001349,"Agarwal, Gustavson, Zubair",SATURATED_NO_RECOVERY,3,17,19,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001349.saturation.yaml
AW-001350,"Agarwal, Bale, Gustavson, Joshi, Palkar (P_GEMM, Classical 3D)",SATURATED_NO_RECOVERY,3,17,15,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001350.saturation.yaml
AW-001351,"Solomonik, Demmel (Classical 2.5D)",RECOVERED_CONTEXT_AND_PROBE,1,6,14,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-001351.saturation.yaml
AW-001355,"Hunold, Rauber, Rünger",RECOVERED_CONTEXT_AND_PROBE,1,6,16,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-001355.saturation.yaml
AW-001356,Ballard (CAPS) (same as 2012 paper),DUPLICATE_OR_VARIANT_ONLY,3,17,19,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001356.saturation.yaml
AW-001361,"Gupta, Kumar (variant of DNS81)",SATURATED_NO_RECOVERY,3,17,19,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001361.saturation.yaml
AW-001364,Berntsen (Classical 3D),SATURATED_NO_RECOVERY,3,17,17,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001364.saturation.yaml
AW-001368,"Choi, Walker, Dongarra (PUMMA)",SATURATED_NO_RECOVERY,4,17,26,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001368.saturation.yaml
AW-001370,"Lin, Snyder",SATURATED_NO_RECOVERY,3,17,17,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001370.saturation.yaml
AW-001371,"Lee, Robertson, Fortes (Cannon generalized for block-cyclic distributed matrices)",SATURATED_NO_RECOVERY,4,17,29,3,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001371.saturation.yaml
AW-001372,Choi (DIMMA),SATURATED_NO_RECOVERY,3,17,24,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001372.saturation.yaml
AW-001373,"Demmel, Eliahu, Fox, Kamil, Lipshitz, Schwartz, Spillinger (CARMA)",SATURATED_NO_RECOVERY,3,17,19,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001373.saturation.yaml
AW-001375,"Krishnan, Nieplocha (SRUMMA)",SATURATED_NO_RECOVERY,3,17,18,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001375.saturation.yaml
AW-001380,"Bjørstad, Manne, Sørevik, Vajteršic (Winograd's algorithm)",SATURATED_NO_RECOVERY,4,17,27,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001380.saturation.yaml
AW-001382,Csanky,SATURATED_NO_RECOVERY,3,17,16,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001382.saturation.yaml
AW-001383,"Bader, Gehrke",SATURATED_NO_RECOVERY,3,17,16,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001383.saturation.yaml
AW-001615,van de Vorst (grids) (1),SATURATED_NO_RECOVERY,3,17,16,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001615.saturation.yaml
AW-001616,van de Vorst (blocks) (2),SATURATED_NO_RECOVERY,3,17,16,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001616.saturation.yaml
AW-001617,"Lee, Lee",SATURATED_NO_RECOVERY,3,17,16,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001617.saturation.yaml
AW-001624,"Lee, Erçal",SATURATED_NO_RECOVERY,3,17,19,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001624.saturation.yaml
AW-001626,"Czumaj, Galil, Gąsieniec, Park, Plandowski (2)",SATURATED_NO_RECOVERY,4,17,27,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001626.saturation.yaml
AW-001631,Chmielowiec (existing FFT-based algorithm),SATURATED_NO_RECOVERY,4,17,26,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001631.saturation.yaml
AW-001636,"Tembhurne, Sathe (1)",SATURATED_NO_RECOVERY,3,17,13,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001636.saturation.yaml
AW-001637,"Tembhurne, Sathe (2)",SATURATED_NO_RECOVERY,3,17,13,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001637.saturation.yaml
AW-001668,"Cevher, Becker, Schmidt (Consensus ADMM - first order mehtod)",SATURATED_NO_RECOVERY,3,17,18,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001668.saturation.yaml
AW-001669,"Bubeck, Jiang, Lee, Li, Sidford",SATURATED_NO_RECOVERY,3,17,13,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001669.saturation.yaml
AW-001691,Swarztrauber,RECOVERED_CONTEXT_AND_PROBE,1,6,21,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-001691.saturation.yaml
AW-001707,"Dongarra, Sorensen",SATURATED_NO_RECOVERY,4,17,26,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001707.saturation.yaml
AW-001708,Sameh (Jacobi),SATURATED_NO_RECOVERY,3,17,16,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001708.saturation.yaml
AW-001709,Paardekooper,SATURATED_NO_RECOVERY,3,17,12,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001709.saturation.yaml
AW-001775,"Sameh, Chen, Kuck",SATURATED_NO_RECOVERY,4,17,27,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001775.saturation.yaml
AW-001776,Multigrid,SATURATED_NO_RECOVERY,3,17,11,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001776.saturation.yaml
AW-001777,Vatjersic,SATURATED_NO_RECOVERY,3,17,17,1,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001777.saturation.yaml
AW-001778,"Xu, Wang [FDPI]",SATURATED_NO_RECOVERY,4,17,25,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001778.saturation.yaml
AW-001782,"Zhao Ning, Wang XuBen",RECOVERED_CONTEXT_AND_PROBE,1,6,13,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-001782.saturation.yaml
AW-001800,"Guidi, Selvitopi, Ellis, Oliker, Yelick, Buluc (ELBA)",SATURATED_NO_RECOVERY,3,17,19,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001800.saturation.yaml
AW-001819,"Ye, Chiang",SATURATED_NO_RECOVERY,3,17,16,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001819.saturation.yaml
AW-001822,"Agrawal, Shafer",SATURATED_NO_RECOVERY,3,17,16,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001822.saturation.yaml
AW-001824,"Ozkural, Uçar, Aykanat",SATURATED_NO_RECOVERY,3,17,16,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001824.saturation.yaml
AW-001826,"Zhang, Zhang, Liao, Jin",SATURATED_NO_RECOVERY,3,17,16,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001826.saturation.yaml
AW-001827,"Cheung, Hu, Xia",SATURATED_NO_RECOVERY,4,17,24,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001827.saturation.yaml
AW-001828,"CZ algorithm - Jiancheng, Yiqin, Yu",RECOVERED_CONTEXT_AND_PROBE,1,6,16,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-001828.saturation.yaml
AW-001844,Penzhorn,SATURATED_NO_RECOVERY,3,17,20,2,"After the configured source-family cycles, no source-backed concrete task, input semantics, output semantics, and conservative access model could be established.",source_saturation_certificates\AW-001844.saturation.yaml
AW-001877,"Chafik, Daoui",RECOVERED_CONTEXT_AND_PROBE,1,6,13,2,"Source-saturation pass found enough task, input, output, and access semantics for a context card.",source_saturation_certificates\AW-001877.saturation.yaml
