algorithm_id,algorithm_name,source_public_context_path,source_public_probe_path,source_metadata_path,existing_input_model,existing_access_model,existing_output_contract,detected_opportunity_type,evidence_text,source_records_used,why_probe_is_justified,why_probe_is_not_justified,required_introduced_assumptions,risk_of_overgeneration,decision,source_card_type,confidence_score,source_count,source_quality,opportunity_score
AW-001461,"Kruskal, Rudolph, Snir",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001461.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001461.meta.yaml,explicit_graph_problem,edge_list_input,path_or_tree,minimum_finding,"Kruskal, Rudolph, Snir Kruskal, Rudolph, Snir is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: A minimum spanning tree or forest for the weighted graph. Classical algorithm summary: Kruskal, Rudolph, Snir is a graph algorithm record. Classical complexity metadata: time O(m/p*\log(n)/\log(m/(p^2*\log(p))) + n/p*\log(p)); work O(m*\log(n)/\log(m) + n); span/depth O(n^{1+2eps}*log(n)/log(n^{4eps}/log(n)) + n/n^{1-2eps}*log(n); processors p <= m^{1/2-eps} for any eps>0, log p <= m/n. The stated classical model is MIMD EREW. Public metadata/source text adds: Kruskal, Rudolph, Snir graph graph n: number of nod",AW-001461:algorithm_wiki_metadata; skipped:71965537af1678ca; skipped:18821c4ab1b7774f,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",finite_candidate_set; total_ordered_objective; coherent_value_oracle,high,BLOCK_FULL_OUTPUT,context,100,3,HIGH,3
AW-001462,"Kruskal, Rudolph, Snir",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001462.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001462.meta.yaml,explicit_graph_problem,edge_list_input,path_or_tree,minimum_finding,"Kruskal, Rudolph, Snir Kruskal, Rudolph, Snir is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: A minimum spanning tree or forest for the weighted graph. Classical algorithm summary: Kruskal, Rudolph, Snir is a graph algorithm record. Classical complexity metadata: time O(m/p*\log(n)/\log(m/(p^2*\log(p))) + n/p*\log(p)); work O(m*\log(n)/\log(m) + n); span/depth O(n^{1+2eps}*log(n)/log(n^{4eps}/log(n)) + n/n^{1-2eps}*log(n); processors p <= m^{1/2-eps} for any eps>0, log p <= m/n. The stated classical model is MIMD EREW. Public metadata/source text adds: Kruskal, Rudolph, Snir graph graph n: number of nod",AW-001462:algorithm_wiki_metadata; skipped:71965537af1678ca; skipped:18821c4ab1b7774f,,"The row is dominated by full-output, sorting, traversal, path, or enumeration semantics without a clear isolated subroutine.",finite_candidate_set; total_ordered_objective; coherent_value_oracle,high,BLOCK_FULL_OUTPUT,context,100,3,HIGH,3
AW-001463,"Han, Wagner (1)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001463.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001463.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Han, Wagner (1) Han, Wagner (1) is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: An edit-distance value, alignment, or dynamic-programming table information for the input strings. Classical algorithm summary: Han, Wagner (1) is a graph algorithm record. Classical complexity metadata: time O(m/p + (n \log n)/p + \log^2 n); work O(m + (n \log n) + \log^2 n); span/depth O(m/p + (n log n)/p + log^2 n); processors p. The stated classical model is PRAM-CREW. Public metadata/source text adds: Han, Wagner (1) graph graph n: number of vertices, m: number of edges, p: number of processors O(m/p + (n \log n)/p + \l",AW-001463:algorithm_wiki_metadata; skipped:830dab72abc5a0a9,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001464,"Das, Deo, Prasad",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001464.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001464.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Das, Deo, Prasad Das, Deo, Prasad is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Das, Deo, Prasad is a graph algorithm record. Classical complexity metadata: time O(m/p + n \log p); work O(m + n); span/depth O(m/p + n log p); processors p <= (m/n)/(1 +log(m/n)). The stated classical model is MIMD hypercube. Public metadata/source text adds: Das, Deo, Prasad graph graph n: number of nodes, m: number of edges, p: number of processors O(m/p +",AW-001464:algorithm_wiki_metadata; skipped:f7690153799c6610,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001465,"Han, Wagner (2)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001465.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001465.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Han, Wagner (2) Han, Wagner (2) is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: An edit-distance value, alignment, or dynamic-programming table information for the input strings. Classical algorithm summary: Han, Wagner (2) is a graph algorithm record. Classical complexity metadata: time O(m/p + (n \log n)/p + \log^2 n); work O(m + (n \log n) + p \log^2 n); span/depth O(m/p + (n log n)/p + log^2 n); processors p. The stated classical model is PRAM CREW. Public metadata/source text adds: Han, Wagner (2) graph graph n: number of nodes, m: number of edges O(m/p + (n \log n)/p + \log^2 n) Given an explicit ",AW-001465:algorithm_wiki_metadata; skipped:830dab72abc5a0a9,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001466,"Cole, Vishkin",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001466.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001466.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Cole, Vishkin Cole, Vishkin is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Cole, Vishkin is a graph algorithm record. Classical complexity metadata: time O(\log n); work O((n + m) \\alpha(m, n)); span/depth O(log n); processors O((n + m) \alpha(m, n)/log(n)). The stated classical model is PRAM-CRCW. Public metadata/source text adds: Cole, Vishkin graph graph n: number of vertices, m: number of edges O(\log n) Given an explicit graph instan",AW-001466:algorithm_wiki_metadata,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,1,HIGH,0
AW-001467,"Johnson, Metaxas",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001467.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001467.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Johnson, Metaxas Johnson, Metaxas is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Johnson, Metaxas is a graph algorithm record. Classical complexity metadata: time O(\log^{3/2}(n)); work O((m+n)\log^{3/2}(n)); span/depth O(log^{3/2}(n)); processors m+n. The stated classical model is CREW PRAM. Public metadata/source text adds: Johnson, Metaxas graph graph n: number of vertices, m: number of edges O(\log^{3/2}(n)) Given an explicit graph ins",AW-001467:algorithm_wiki_metadata; skipped:4939dbde4905f42b,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001468,"Karger, Nisan, Parnas (1)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001468.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001468.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Karger, Nisan, Parnas (1) Karger, Nisan, Parnas (1) is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Karger, Nisan, Parnas (1) is a graph algorithm record. Classical complexity metadata: time O(\log n); work O(m+n^{1+\eps}), \eps>0; span/depth O(log n); processors O((m+n^{1+\eps}) / log n), \eps>0. The stated classical model is EREW PRAM. Public metadata/source text adds: Karger, Nisan, Parnas (1) graph graph n: number of vertices, m: number",AW-001468:algorithm_wiki_metadata; skipped:975a7da43335f1be,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001469,"Karger, Nisan, Parnas (2)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001469.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001469.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Karger, Nisan, Parnas (2) Karger, Nisan, Parnas (2) is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Karger, Nisan, Parnas (2) is a graph algorithm record. Classical complexity metadata: time O(\log n \log \log n); work O((m+n) \log \log n); span/depth O(log n log log n); processors O((m+n) / log n). The stated classical model is EREW PRAM. Public metadata/source text adds: Karger, Nisan, Parnas (2) graph graph n: number of vertices, m: numb",AW-001469:algorithm_wiki_metadata; skipped:975a7da43335f1be,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001470,"Karger, Nisan, Parnas (3)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001470.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001470.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Karger, Nisan, Parnas (3) Karger, Nisan, Parnas (3) is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Karger, Nisan, Parnas (3) is a graph algorithm record. Classical complexity metadata: time O(\log^1.5(n)); work O((m+n)\log^1.5(n)); span/depth O(log^1.5(n)); processors m+n. The stated classical model is EREW PRAM. Public metadata/source text adds: Karger, Nisan, Parnas (3) graph graph n: number of vertices, m: number of edges O(\log^1.5(n))",AW-001470:algorithm_wiki_metadata; skipped:975a7da43335f1be,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001471,"Chong, Lam",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001471.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001471.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Chong, Lam Chong, Lam is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Chong, Lam is a graph algorithm record. Classical complexity metadata: time O(\log n \log \log n); work O((n+m) \log n \log \log n); span/depth O(log n log log n); processors O(n+m). The stated classical model is EREW PRAM. Public metadata/source text adds: Chong, Lam graph graph n: number of vertices, m: number of edges O(\log n \log \log n) Given an explicit graph insta",AW-001471:algorithm_wiki_metadata; skipped:c1eab5eee62008df,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001472,"Halperin, Zwick",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001472.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001472.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Halperin, Zwick Halperin, Zwick is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Halperin, Zwick is a graph algorithm record. Classical complexity metadata: time O(\log n); work O(m+n); span/depth O(log n); processors O((m+n) / log n). The stated classical model is EREW PRAM. Public metadata/source text adds: Halperin, Zwick graph graph n: number of vertices, m: number of edges O(\log n) Given an explicit graph instance, the concrete classic",AW-001472:algorithm_wiki_metadata; skipped:5d95cb339a0f27ab,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001473,"Iwama, Kambayashi",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001473.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001473.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Iwama, Kambayashi Iwama, Kambayashi is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Iwama, Kambayashi is a graph algorithm record. Classical complexity metadata: time O(l(n \log(n) + m )/p); work O(n \log(n) + m ); span/depth O(log n); processors O((n + m) \alpha(m, n)/log^2(n)). The stated classical model is CRCW PRAM. Public metadata/source text adds: Iwama, Kambayashi graph graph n: number of vertices, m: number of edges O(l(n \log(n) + ",AW-001473:algorithm_wiki_metadata; skipped:7f49f9ab4f38f5fb,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001474,"Pettie, Ramachandran",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001474.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001474.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Pettie, Ramachandran Pettie, Ramachandran is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Pettie, Ramachandran is a graph algorithm record. Classical complexity metadata: time O(m/p + \log^2(n) \log*(n)); work O(m+n); span/depth O(m/p + log^2(n) log*(n)); processors p. The stated classical model is EREW PRAM. Public metadata/source text adds: Pettie, Ramachandran graph graph n: number of nodes, m: number of edges O(m/p + \log^2(n) \log*(n))",AW-001474:algorithm_wiki_metadata,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,1,HIGH,0
AW-001475,Schudy,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001475.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001475.meta.yaml,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,none,"Schudy Schudy is included as a named whole-algorithm context card for a classical parallel algorithms task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: The classical input instance named by the row, together with processor/work/span parameters when stated. Output semantics: The same mathematical output as the underlying classical task, annotated by work/span when available. Classical algorithm summary: Schudy is a parallel algorithms algorithm record. Classical complexity metadata: time O(τ \log^2 n); work O(pτ \log^2 n); span/depth O(τ log^2 n); processors p. The stated classical model is CRCW PRAM. Public metadata/source text adds: Schudy parallel_algorithms parallel_algorithms n: number of nodes, p: number of processors, τ: runtime for a multi-source reachability query executed in parallel on p processors ",AW-001475:algorithm_wiki_metadata; skipped:585fea0ac9faa8c6,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001476,Schudy,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001476.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001476.meta.yaml,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,none,"Schudy Schudy is included as a named whole-algorithm context card for a classical parallel algorithms task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: The classical input instance named by the row, together with processor/work/span parameters when stated. Output semantics: The same mathematical output as the underlying classical task, annotated by work/span when available. Classical algorithm summary: Schudy is a parallel algorithms algorithm record. Classical complexity metadata: time O(τ \log^2 n); work O(pτ \log^2 n); span/depth O(τ log^2 n); processors p. The stated classical model is CRCW PRAM. Public metadata/source text adds: Schudy parallel_algorithms parallel_algorithms n: number of nodes, p: number of processors, τ: runtime for a multi-source reachability query executed in parallel on p processors ",AW-001476:algorithm_wiki_metadata; skipped:585fea0ac9faa8c6,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001477,"Shun, Dhulipala, Blelloch",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001477.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001477.meta.yaml,explicit_parallel_algorithm_problem,explicit_input_instance,full_solution,none,"Shun, Dhulipala, Blelloch Shun, Dhulipala, Blelloch is included as a named whole-algorithm context card for a classical parallel algorithms task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: The classical input instance named by the row, together with processor/work/span parameters when stated. Output semantics: The same mathematical output as the underlying classical task, annotated by work/span when available. Classical algorithm summary: Shun, Dhulipala, Blelloch is a parallel algorithms algorithm record. Classical complexity metadata: time O(log^3(n); work O(m); span/depth O(log^3(n); processors O(m/log^3(n)). The stated classical model is CRCW PRAM. Public metadata/source text adds: Shun, Dhulipala, Blelloch parallel_algorithms parallel_algorithms O(log^3(n) Given the explicit input instance for the state",AW-001477:algorithm_wiki_metadata; skipped:195e722a181f6882,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001478,"Karczmarz, Sankowski",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001478.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001478.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Karczmarz, Sankowski Karczmarz, Sankowski is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Karczmarz, Sankowski is a graph algorithm record. Classical complexity metadata: work \tilde{O}(nm+ (n/d)^3); span/depth \tilde{O}(d). The stated classical model is unspecified PRAM. Public metadata/source text adds: Karczmarz, Sankowski graph graph n: number of nodes, m: number of edges, d: depth parameter ∈[1, n] Given an explicit graph instance, the",AW-001478:algorithm_wiki_metadata; skipped:bbe0d252e224379e; skipped:e8040f6d466c2dab,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,3,HIGH,0
AW-001479,Savage,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001479.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001479.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Savage Savage is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Savage is a graph algorithm record. Classical complexity metadata: time O(\log^2(n)); work O(n^2*\log(n)); span/depth O(log^2(n)); processors n^2/log(n). The stated classical model is SIMD-SM-R (CREW PRAM). Public metadata/source text adds: Savage graph graph n: number of vertices O(\log^2(n)) Given an explicit graph instance, the concrete classical graph task associated with Sav",AW-001479:algorithm_wiki_metadata; skipped:421c5cc8dc1de08c,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001480,Savage,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001480.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001480.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Savage Savage is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Savage is a graph algorithm record. Classical complexity metadata: time O(\log^2(n)); work O(n^2*\log(n)); span/depth O(log^2(n)); processors n^2/log(n). The stated classical model is SIMD-SM-R (CREW PRAM). Public metadata/source text adds: Savage graph graph n: number of vertices O(\log^2(n)) Given an explicit graph instance, the concrete classical graph task associated with Sav",AW-001480:algorithm_wiki_metadata; skipped:421c5cc8dc1de08c,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001481,"Hirschberg, Chandra, Sarwate",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001481.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001481.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Hirschberg, Chandra, Sarwate Hirschberg, Chandra, Sarwate is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Hirschberg, Chandra, Sarwate is a graph algorithm record. Classical complexity metadata: time O(\log^2(n)); work O(n^2*\log(n)); span/depth O(log^2(n)); processors n ceilling(n/log^2(n)). The stated classical model is SIMD-SM CREW. Public metadata/source text adds: Hirschberg, Chandra, Sarwate graph graph n: number of vertices O(\log^2(",AW-001481:algorithm_wiki_metadata; skipped:fb6f63e95d8b8585,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001482,"Hirschberg, Chandra, Sarwate",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001482.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001482.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Hirschberg, Chandra, Sarwate Hirschberg, Chandra, Sarwate is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Hirschberg, Chandra, Sarwate is a graph algorithm record. Classical complexity metadata: time O(\log^2(n)); work O(n^2*\log(n)); span/depth O(log^2(n)); processors n ceilling(n/log^2(n)). The stated classical model is SIMD-SM CREW. Public metadata/source text adds: Hirschberg, Chandra, Sarwate graph graph n: number of vertices O(\log^2(",AW-001482:algorithm_wiki_metadata; skipped:fb6f63e95d8b8585,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,2,HIGH,0
AW-001483,Deo and Yoo (1),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001483.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001483.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Deo and Yoo (1) Deo and Yoo (1) is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Deo and Yoo (1) is a graph algorithm record. Classical complexity metadata: time O(n^1.5); work O(n^2); span/depth O(n^1.5); processors O(n^0.5). The stated classical model is MIMD-TC. Public metadata/source text adds: Deo and Yoo (1) graph graph n: number of vertices O(n^1.5) Given an explicit graph instance, the concrete classical graph task associated with De",AW-001483:algorithm_wiki_metadata,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,1,HIGH,0
AW-001484,Deo and Yoo (1),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001484.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001484.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Deo and Yoo (1) Deo and Yoo (1) is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Deo and Yoo (1) is a graph algorithm record. Classical complexity metadata: time O(n^1.5); work O(n^2); span/depth O(n^1.5); processors O(n^0.5). The stated classical model is MIMD-TC. Public metadata/source text adds: Deo and Yoo (1) graph graph n: number of vertices O(n^1.5) Given an explicit graph instance, the concrete classical graph task associated with De",AW-001484:algorithm_wiki_metadata,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,1,HIGH,0
AW-001485,Deo and Yoo (2),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001485.yaml,,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001485.meta.yaml,explicit_graph_problem,adjacency_list_query,full_solution,none,"Deo and Yoo (2) Deo and Yoo (2) is included as a named whole-algorithm context card for a classical graph task. The task is to analyze the classical input-output problem, not to certify an end-to-end improvement claim. Input semantics: An explicit graph instance with vertices, edges, weights, labels, or local adjacency as required by the named task. Output semantics: The graph-specific object requested by the named problem, such as a path, tree, matching, flow, component labeling, or traversal result. Classical algorithm summary: Deo and Yoo (2) is a graph algorithm record. Classical complexity metadata: time O(n^2 \log n / p); work O(n^2 \log n); span/depth O(n log n); processors p <= n. The stated classical model is MIMD-TC. Public metadata/source text adds: Deo and Yoo (2) graph graph n: number of vertices O(n^2 \log n / p) Given an explicit graph instance, the concrete classical grap",AW-001485:algorithm_wiki_metadata,,No isolated registry-v1 query-subroutine structure was detected.,,low,NO_SIGNAL,context,100,1,HIGH,0
