global_task_id,dataset,subset,kind,card_id,parent_algorithm_id,algorithm_name,input_path,metadata_path,evidence_path,manifest_path,target_registry_primitive,expected_claim_boundary,reasoning_effort,timeout,priority,shard_id,output_dir,status,notes
FDV1-01685,algorithm_wiki,public_context_v1,context,AW-001562,AW-001562,Bader & Cong Parallel Implementation,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001562.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001562.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001562.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1057; shard_size=100
FDV1-01686,algorithm_wiki,public_context_v1,context,AW-001563,AW-001563,"Tripathy, Ray",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001563.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001563.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001563.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1058; shard_size=100
FDV1-01687,algorithm_wiki,public_context_v1,context,AW-001564,AW-001564,"Tripathy, Ray",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001564.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001564.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001564.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1059; shard_size=100
FDV1-01688,algorithm_wiki,public_context_v1,context,AW-001565,AW-001565,Cole & Gooddrich,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001565.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001565.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001565.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1060; shard_size=100
FDV1-01689,algorithm_wiki,public_context_v1,context,AW-001566,AW-001566,Lenhof & Smid,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001566.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001566.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001566.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1061; shard_size=100
FDV1-01690,algorithm_wiki,public_context_v1,context,AW-001567,AW-001567,"Atallah, Goodrich",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001567.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001567.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001567.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1062; shard_size=100
FDV1-01691,algorithm_wiki,public_context_v1,context,AW-001568,AW-001568,"Blelloch, Gu, Shun, Sun",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001568.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001568.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001568.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1063; shard_size=100
FDV1-01692,algorithm_wiki,public_context_v1,context,AW-001569,AW-001569,Callahan,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001569.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001569.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001569.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1064; shard_size=100
FDV1-01693,algorithm_wiki,public_context_v1,context,AW-001570,AW-001570,"Driscoll, Gabow, Shrairman, Tarjan",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001570.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001570.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001570.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1065; shard_size=100
FDV1-01694,algorithm_wiki,public_context_v1,context,AW-001571,AW-001571,"Klein, Subramanian",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001571.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001571.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001571.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1066; shard_size=100
FDV1-01695,algorithm_wiki,public_context_v1,context,AW-001572,AW-001572,"Maleki, Nguyen, Lenharth, Garzarán, Padua, Pingali",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001572.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001572.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001572.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1067; shard_size=100
FDV1-01696,algorithm_wiki,public_context_v1,context,AW-001573,AW-001573,Amato,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001573.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001573.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001573.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1068; shard_size=100
FDV1-01697,algorithm_wiki,public_context_v1,context,AW-001574,AW-001574,"Dhulipala, Blelloch, Shun (1)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001574.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001574.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001574.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1069; shard_size=100
FDV1-01698,algorithm_wiki,public_context_v1,context,AW-001575,AW-001575,"Dhulipala, Blelloch, Shun (1)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001575.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001575.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001575.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1070; shard_size=100
FDV1-01699,algorithm_wiki,public_context_v1,context,AW-001576,AW-001576,"Dhulipala, Blelloch, Shun (2)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001576.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001576.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001576.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1071; shard_size=100
FDV1-01700,algorithm_wiki,public_context_v1,context,AW-001577,AW-001577,"Dhulipala, Blelloch, Shun (2)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001577.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001577.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001577.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1072; shard_size=100
FDV1-01701,algorithm_wiki,public_context_v1,context,AW-001578,AW-001578,"Brodal, Traff, Zaroliagis",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001578.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001578.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001578.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1073; shard_size=100
FDV1-01702,algorithm_wiki,public_context_v1,context,AW-001579,AW-001579,Cohen (d=sqrt(n)),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001579.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001579.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001579.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1074; shard_size=100
FDV1-01703,algorithm_wiki,public_context_v1,context,AW-001580,AW-001580,Cohen (d=n),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001580.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001580.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001580.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1075; shard_size=100
FDV1-01704,algorithm_wiki,public_context_v1,context,AW-001581,AW-001581,"Shi, Spencer (1) (t=log(n))",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001581.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001581.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001581.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1076; shard_size=100
FDV1-01705,algorithm_wiki,public_context_v1,context,AW-001582,AW-001582,"Shi, Spencer (1) (t=sqrt(n))",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001582.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001582.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001582.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1077; shard_size=100
FDV1-01706,algorithm_wiki,public_context_v1,context,AW-001583,AW-001583,"Shi, Spencer (2) (t=log(n))",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001583.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001583.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001583.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1078; shard_size=100
FDV1-01707,algorithm_wiki,public_context_v1,context,AW-001584,AW-001584,"Shi, Spencer (2) (t=n)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001584.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001584.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001584.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1079; shard_size=100
FDV1-01708,algorithm_wiki,public_context_v1,context,AW-001585,AW-001585,"Cao, Fineman",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001585.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001585.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001585.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1080; shard_size=100
FDV1-01709,algorithm_wiki,public_context_v1,context,AW-001586,AW-001586,Spencer,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001586.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001586.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001586.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1081; shard_size=100
FDV1-01710,algorithm_wiki,public_context_v1,context,AW-001587,AW-001587,Garg,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001587.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001587.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001587.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1082; shard_size=100
FDV1-01711,algorithm_wiki,public_context_v1,context,AW-001588,AW-001588,Savage,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001588.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001588.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001588.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1083; shard_size=100
FDV1-01712,algorithm_wiki,public_context_v1,context,AW-001589,AW-001589,Dekel Nassimi & Sahni,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001589.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001589.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001589.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1084; shard_size=100
FDV1-01713,algorithm_wiki,public_context_v1,context,AW-001590,AW-001590,Kucera,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001590.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001590.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001590.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1085; shard_size=100
FDV1-01714,algorithm_wiki,public_context_v1,context,AW-001591,AW-001591,Takaoka,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001591.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001591.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001591.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1086; shard_size=100
FDV1-01715,algorithm_wiki,public_context_v1,context,AW-001592,AW-001592,"Han, Pan & Reif (1)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001592.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001592.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001592.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1087; shard_size=100
FDV1-01716,algorithm_wiki,public_context_v1,context,AW-001593,AW-001593,"Han, Pan & Reif (2)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001593.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001593.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001593.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1088; shard_size=100
FDV1-01717,algorithm_wiki,public_context_v1,context,AW-001594,AW-001594,"Han, Pan & Reif (3)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001594.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001594.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001594.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1089; shard_size=100
FDV1-01718,algorithm_wiki,public_context_v1,context,AW-001595,AW-001595,Takaoka,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001595.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001595.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001595.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1090; shard_size=100
FDV1-01719,algorithm_wiki,public_context_v1,context,AW-001596,AW-001596,Tiskin,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001596.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001596.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001596.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1091; shard_size=100
FDV1-01720,algorithm_wiki,public_context_v1,context,AW-001597,AW-001597,Takaoka,corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001597.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001597.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001597.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1092; shard_size=100
FDV1-01721,algorithm_wiki,public_context_v1,context,AW-001598,AW-001598,"Solomonik, Buluç, Demmel",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001598.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001598.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001598.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1093; shard_size=100
FDV1-01722,algorithm_wiki,public_context_v1,context,AW-001599,AW-001599,Parallel Lenstra's ECM (Brent),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001599.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001599.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001599.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1094; shard_size=100
FDV1-01723,algorithm_wiki,public_context_v1,context,AW-001600,AW-001600,"Yang, Xu, Lin (GNFS with parallel sieving and serial block lanczos)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001600.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001600.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001600.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1095; shard_size=100
FDV1-01724,algorithm_wiki,public_context_v1,context,AW-001601,AW-001601,"Yang, Huang, Feng, Pan, Zhu (GNFS with parallel sieving and MPI parallel block lanczos)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001601.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001601.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001601.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1096; shard_size=100
FDV1-01725,algorithm_wiki,public_context_v1,context,AW-001602,AW-001602,Wunderlich (continued fraction factoring),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001602.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001602.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001602.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1097; shard_size=100
FDV1-01726,algorithm_wiki,public_context_v1,context,AW-001603,AW-001603,"Åsbrink, Brynielsson (quadratic sieve with only parallel sieving)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001603.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001603.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001603.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1098; shard_size=100
FDV1-01727,algorithm_wiki,public_context_v1,context,AW-001604,AW-001604,Yan (trial division),corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001604.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001604.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001604.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1099; shard_size=100
FDV1-01728,algorithm_wiki,public_context_v1,context,AW-001606,AW-001606,"Daoud, Gad (GNFS with parallel sieving)",corpus\algorithm_wiki\algowiki1901_rich_v1\public_context\AW-001606.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\metadata_context\AW-001606.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\evidence\AW-001606.context.evidence.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1\manifests\ready_public_context.csv,,whole_algorithm_discovery,medium,180,medium-high,fdv1_public_context_v1_011,runs/final_discovery_run_v1/fdv1_public_context_v1_011,READY,source_manifest_row=1100; shard_size=100
